#trait_category	trait	trait_name	family	geno	covar	geno_covar	geno_delta	n_variables	WB_test_P	is_significant_in_WB
T1_structural_brain_MRI	INI25842	Vol. of grey matter in Precuneous Cortex (L)	gaussian	0.0137450121512667	0.161403473214403	0.174478920216805	0.0130754470024021	2184	0.187887528673162	FALSE
T1_structural_brain_MRI	INI25794	Vol. of grey matter in Precentral Gyrus (L)	gaussian	0.0124196802516762	0.153002423322151	0.163861509343357	0.0108590860212062	318	0.188284330100769	FALSE
Psychosocial_factors	QT_FC1004570	Friendships satisfaction	gaussian	0.00142666705408158	0.0175449036899091	0.0189375133538979	0.00139260966398875	659	0.189086699276407	FALSE
Psychosocial_factors	BIN_FC30006156	Manic/hyper symptoms (I needed less sleep than usual)	binomial	0.487938440616325	0.540111838594907	0.533709916958975	-0.00640192163593256	37	0.189258786599309	FALSE
Diffusion_brain_MRI	INI25670	WA ICVF in tract posterior thalamic radiation (R)	gaussian	0.0284485946045901	0.0612413065299385	0.0904965594981948	0.0292552529682563	1618	0.189849638101669	FALSE
Lifestyle_and_environment	BIN_FC20001448	Bread type: Brown	binomial	0.505233848951067	0.553781004461872	0.553640958838458	-0.000140045623413521	114	0.189920863191002	FALSE
Disease_outcome	HC906	TTE eustachian salpingitis and obstruction	binomial	0.48331791413888	0.592555136149922	0.590306233372484	-0.00224890277743861	9	0.190975742323271	FALSE
Diffusion_brain_MRI	INI25619	WA L2 in tract superior thalamic radiation (L)	gaussian	0.0148993217511103	0.0919483572189394	0.105130229375638	0.0131818721566982	683	0.191927934502921	FALSE
Heart_MRI	INI22426	Ave. heart rate	gaussian	0.00373948723685522	0.0157792333846627	0.0199428570845859	0.00416362369992315	243	0.192892418848782	FALSE
Diffusion_brain_MRI	INI25357	Mean ICVF in superior cerebellar peduncle on FA skeleton (L)	gaussian	0.0203847570659352	0.0342907799184845	0.0525698675972835	0.018279087678799	2068	0.193821224738259	FALSE
Disease_outcome	HC707	TTE other disorders of fluid, electrolyte and acid-base balance	binomial	0.509784197651568	0.653887096581052	0.654233221250186	0.000346124669134196	23	0.194035630726897	FALSE
Diffusion_brain_MRI	INI25702	WA OD in tract uncinate fasciculus (L)	gaussian	9.64883720419158e-06	0.0107825902535376	0.0105980074579341	-0.000184582795603466	52	0.194136723196202	FALSE
T1_structural_brain_MRI	INI25021	Vol. of amygdala (L)	gaussian	0.000550402366846405	0.0756849243247331	0.0760408388445735	0.000355914519840433	7	0.194332971558968	FALSE
DXA_assessment	INI23279	Total fat-free mass	gaussian	0.00016664831730191	0.705459658582523	0.702542659030578	-0.00291699955194513	39	0.19455270216562	FALSE
Disease_outcome	HC36	Pneumonia	binomial	0.506090957250788	0.629246470946399	0.629544572828288	0.000298101881889057	23	0.198189951517944	FALSE
Family_history	INI1807	Father's age at death	gaussian	0.000688083001474701	0.0175896549694166	0.0181938709721071	0.000604216002690477	398	0.199748009090251	FALSE
Diffusion_brain_MRI	INI25473	Mean ISOVF in external capsule on FA skeleton (L)	gaussian	0.00567012380291803	0.0688181654663842	0.0735148804519796	0.00469671498559542	142	0.199983311493704	FALSE
Diffusion_brain_MRI	INI25501	WA FA in tract inferior fronto-occipital fasciculus (R)	gaussian	0.0236191740706205	0.0497213859064299	0.0724055907844429	0.022684204878013	1371	0.200022908584196	FALSE
Lifestyle_and_environment	INI991	Freq. of strenuous sports in last 4 weeks	gaussian	0.000112849979162174	0.00044174500496307	0.000356277269947551	-8.54677350155193e-05	2	0.20041196524599	FALSE
Diffusion_brain_MRI	INI25529	WA MD in tract inferior longitudinal fasciculus (L)	gaussian	0.0158055878110692	0.107432051689594	0.123471081356932	0.0160390296673376	572	0.200958461358835	FALSE
Diffusion_brain_MRI	INI25376	Mean ICVF in external capsule on FA skeleton (R)	gaussian	0.0167024719312601	0.101780033604212	0.118336171485468	0.0165561378812552	1316	0.200985674795379	FALSE
Task_functional_brain_MRI	INI25042	Median z-stat. (in group-defined mask) for shapes activation	gaussian	0.00021021934731034	0.0190762844111868	0.0191273526103118	5.10681991249887e-05	1	0.203776411146892	FALSE
DXA_assessment	INI23275	Legs lean mass	gaussian	0.00568731643190805	0.643987039615456	0.644145746954606	0.000158707339149577	9	0.204048521954071	FALSE
Disease_outcome	HC1005	TTE acute laryngitis and tracheitis	binomial	0.516947705743363	0.662453531866844	0.663360787257112	0.000907255390268258	8	0.204173427710137	FALSE
Disease_outcome	HC1069	TTE gingivitis and periodontal diseases	binomial	0.536270090375304	0.555682903296047	0.558775676798732	0.00309277350268544	1	0.204662329484948	FALSE
Eye_measures	INI5103	3mm weak meridian angle (L)	gaussian	0.000534181834884794	0.000861757929354435	0.0012768008026175	0.000415042873263064	33	0.204726075730107	FALSE
Health_and_medical_history	BIN5452	Leg pain when standing still or sitting	binomial	0.491551086600958	0.525139487868283	0.524037224506404	-0.0011022633618798	3	0.205567298944587	FALSE
Blood_assays	INI23010	IE1A antigen for Human Herpesvirus-6	gaussian	0.00389464860551457	0.000961659672964668	2.20165238333644e-05	-0.000939643149131304	33	0.209447499112373	FALSE
Disease_outcome	HC1563	TTE other specified congenital malformation syndromes affecting multiple systems	binomial	0.540395353274119	0.577338731901791	0.585713013800332	0.00837428189854095	1	0.210669425805209	FALSE
T1_structural_brain_MRI	INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	gaussian	0.0108997340668556	0.176848916602756	0.185638293198991	0.00878937659623549	1604	0.211289586980597	FALSE
T1_structural_brain_MRI	INI25812	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (L)	gaussian	0.000788414998803568	0.0839614880777713	0.0832629756076426	-0.000698512470128629	557	0.211329659114308	FALSE
Disease_outcome	HC233	Mania/bipolar disorder/manic depression	binomial	0.525889892503187	0.549350050615387	0.551757698883369	0.00240764826798179	2	0.212011243037378	FALSE
Disease_outcome	HC709	TTE postprocedural endocrine and metabolic disorders, not elsewhere classified	binomial	0.524002315822245	0.665669534968198	0.662703121545368	-0.00296641342283044	350	0.212611925436287	FALSE
Digestive_health	INI21059	Degree bothered by nausea in the last 3 months	gaussian	9.29586931070012e-05	0.0184559215368452	0.0185035996641796	4.76781273343781e-05	5	0.213057751394879	FALSE
Diffusion_brain_MRI	INI25098	Mean FA in superior fronto-occipital fasciculus on FA skeleton (R)	gaussian	0.0139586577615357	0.0936826742516204	0.10695157262352	0.0132688983719001	480	0.213303514013302	FALSE
Diffusion_brain_MRI	INI25533	WA MD in tract medial lemniscus (R)	gaussian	0.000425948134257341	0.0314954735645417	0.0316237537319105	0.000128280167368849	4	0.213607021391631	FALSE
Diffusion_brain_MRI	INI25650	WA ICVF in tract acoustic radiation (L)	gaussian	0.024179502512853	0.0234956711627917	0.0481620807375353	0.0246664095747435	1563	0.215345996882894	FALSE
Diffusion_brain_MRI	INI25514	WA FA in tract uncinate fasciculus (R)	gaussian	0.00747608370754752	0.0513031921178341	0.0582054248870833	0.00690223276924927	205	0.215954098418342	FALSE
Disease_outcome	HC153	Joint pain	binomial	0.492006840457922	0.564888164006986	0.564773027505343	-0.000115136501643298	3	0.216640562618106	FALSE
Disease_outcome	HC207	Soft tissue inflammation	binomial	0.410500145879937	0.511670400205763	0.403337602589904	-0.108332797615859	276	0.216931513450051	FALSE
T1_structural_brain_MRI	INI25878	Vol. of grey matter in Thalamus (L)	gaussian	0.0240308291111655	0.0879160343809833	0.108451857288206	0.020535822907223	2508	0.218393526364595	FALSE
Disease_outcome	HC388	Diabetic neuropathy/ulcers	binomial	0.599222655728464	0.642796214155402	0.653044289338247	0.0102480751828445	7	0.220358866610879	FALSE
Susceptibility_weighted_brain_MRI	INI25026	Median T2star in thalamus (L)	gaussian	0.00339664104568753	0.0155059551749855	0.018867980785332	0.0033620256103465	140	0.223650553052513	FALSE
Mental_health	BIN_FC40020544	Other personality disorder diagnosed by  a professional	binomial	0.513936515005319	0.637341101957286	0.638005888320227	0.000664786362941205	1	0.223864956583459	FALSE
Disease_outcome	HC604	TTE viral agents as the cause of diseases classified to other chapters	binomial	0.462409048709644	0.661067805082989	0.650956109511671	-0.0101116955713177	20	0.226887350638605	FALSE
Diffusion_brain_MRI	INI25094	Mean FA in fornix cres+stria terminalis on FA skeleton (R)	gaussian	0.00510839253913424	0.210390482953314	0.213328131512273	0.00293764855895876	1174	0.228239909043171	FALSE
Disease_outcome	HC1090	TTE acute appendicitis	binomial	0.550360096842333	0.565510420313636	0.575552715710587	0.0100422953969517	4	0.228315984538312	FALSE
Mental_health	INI20413	Freq. of inability to cease drinking in last year	gaussian	0.000172777257064278	0.00400598717967715	0.00399901220607319	-6.97497360396468e-06	1	0.228699375705835	FALSE
Work_environment	INI22147	Age asthma diagnosed by doctor	gaussian	0.00536946238190784	0.0947671577134878	0.0988983827525778	0.00413122503909	21	0.228729761523019	FALSE
Disease_outcome	HC340	Menorrhagia (unknown cause)	binomial	0.476163308908766	0.798192917829407	0.79806005255836	-0.000132865271046945	1	0.229580102694369	FALSE
Mental_health	BIN_FC20020537	Sometimes has difficulty controlling worry during worst period of anxiety	binomial	0.492517229706741	0.519079475747084	0.518948061443989	-0.000131414303094379	1	0.229920111613599	FALSE
Disease_outcome	HC358	Optic neuritis	binomial	0.555334083927085	0.520956474107294	0.537890031044512	0.0169335569372172	2	0.230205520006022	FALSE
Disease_outcome	HC734	TTE schizoaffective disorders	binomial	0.543348388413838	0.562106731568549	0.56441313418846	0.00230640261991066	2	0.232019334887206	FALSE
DXA_assessment	INI23269	Leg total mass (L)	gaussian	0.000593132413821673	0.166824993997142	0.160241848282815	-0.00658314571432653	77	0.233282082160253	FALSE
Diet_by_24-hour_recall	BIN104400	Fruit consumers	binomial	0.504603048189018	0.628002028918083	0.628058734696823	5.67057787402847e-05	1	0.233285351554447	FALSE
Diffusion_brain_MRI	INI25695	WA OD in tract medial lemniscus (R)	gaussian	0.00262692480451819	0.0291238318696801	0.0317949677286944	0.00267113585901436	108	0.235372912168436	FALSE
Bone-densitometry_of_heel	INI3148	Heel bone mineral density (BMD)	gaussian	0.143091789442669	0.0560418777654782	0.199573152850668	0.14353127508519	14251	0.237655685081406	FALSE
Disease_outcome	HC277	Menopausal symptoms / menopause	binomial	0.46137325869547	0.806796134861163	0.797928463870644	-0.00886767099051866	43	0.237761351080322	FALSE
Diffusion_brain_MRI	INI25527	WA MD in tract inferior fronto-occipital fasciculus (L)	gaussian	0.0167324862137493	0.124797523055759	0.142119875322485	0.0173223522667257	813	0.238565181083326	FALSE
T1_structural_brain_MRI	INI25833	Vol. of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R)	gaussian	0.00186449181575416	0.0685646395169348	0.0704175267699002	0.00185288725296541	126	0.240306876845858	FALSE
Diffusion_brain_MRI	INI25523	WA MD in tract corticospinal tract (L)	gaussian	0.000629675059894912	0.030744470286597	0.0311436195523713	0.000399149265774293	66	0.240724131401876	FALSE
Disease_outcome	HC341	Fracture face / orbit / eye socket	binomial	0.561345623803659	0.749185282596795	0.751954487113599	0.00276920451680418	3	0.2414484380946	FALSE
Biomarkers	INI10030810	Phosphate	gaussian	0.0724900869835746	1.06890584287822e-05	0.0724585190813093	0.0724478300228806	11785	0.241918332718962	FALSE
Blood_assays	INI23020	P22 antigen for Toxoplasma gondii	gaussian	0.000759165608739738	0.00141516854722801	0.000641267052707487	-0.000773901494520523	14	0.242110107556281	FALSE
Disease_outcome	HC1073	TTE cysts of oral region, not elsewhere classified	binomial	0.533710118234227	0.492524402461116	0.53148789568514	0.0389634932240237	384	0.245547652059517	FALSE
DXA_assessment	INI23210	Femur shaft BMD (bone mineral density) (R)	gaussian	0.000422776171820351	0.136162070428269	0.136364646611688	0.000202576183418179	8	0.245791948048144	FALSE
Diffusion_brain_MRI	INI25511	WA FA in tract superior thalamic radiation (L)	gaussian	0.0027825038771883	0.0277153664990091	0.0278063719170536	9.1005418044493e-05	1	0.246105601774344	FALSE
Diffusion_brain_MRI	INI25676	WA ICVF in tract uncinate fasciculus (R)	gaussian	0.02534263246406	0.064559806603022	0.0896066187907178	0.0250468121876959	837	0.247318918711565	FALSE
Eye_measures	BIN5181	Ever had eye surgery	binomial	0.509845758179232	0.548312944523471	0.54895426458038	0.000641320056908312	5	0.248581799053487	FALSE
Disease_outcome	HC1157	TTE pruritus	binomial	0.490766605311546	0.594847355144219	0.594298726923192	-0.000548628221027303	14	0.248625968449959	FALSE
Eye_measures	INI5112	3mm cylindrical power angle (L)	gaussian	0.00041551037971538	0.000858980174456466	0.00110252284586895	0.000243542671412484	6	0.250589876976795	FALSE
Diffusion_brain_MRI	INI25648	WA L3 in tract uncinate fasciculus (L)	gaussian	0.00936791285306149	0.0937418084296448	0.102797224295983	0.00905541586633865	755	0.252094600451587	FALSE
T1_structural_brain_MRI	INI25830	Vol. of grey matter in Frontal Medial Cortex (L)	gaussian	0.000981549094239153	0.085373309660214	0.0861950528835429	0.000821743223328883	16	0.252727385994103	FALSE
Diffusion_brain_MRI	INI25566	WA MO in tract superior thalamic radiation (R)	gaussian	0.0161737906478358	0.125866864086423	0.141573154306025	0.015706290219602	1023	0.253609668282242	FALSE
Disease_outcome	HC1117	TTE alcoholic liver disease	binomial	0.542289890092192	0.706861003479053	0.716843104307791	0.00998210082873785	22	0.253743322494642	FALSE
Diffusion_brain_MRI	INI25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (L)	gaussian	0.00257662426806997	0.0227787134746869	0.0255322640046336	0.00275355052994667	397	0.255004339208171	FALSE
Lifestyle_and_environment	INI971	Freq. of walking for pleasure in last 4 weeks	gaussian	0.000983808337429182	0.00960980436722286	0.0105636489786866	0.000953844611463754	1276	0.255639058470982	FALSE
T1_structural_brain_MRI	INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	gaussian	0.0101561632322419	0.179463921380217	0.189186180342677	0.00972225896245968	652	0.257752843148749	FALSE
Mental_health	BIN_FC10020530	Witnessed sudden violent death	binomial	0.509422353663841	0.627502270401995	0.62838179740987	0.000879527007875192	33	0.258988809362207	FALSE
Disease_outcome	HC13	Lichen sclerosis	binomial	0.430972847657263	0.733750448436709	0.726015954303701	-0.00773449413300786	5	0.25912571084469	FALSE
Diffusion_brain_MRI	INI25682	WA OD in tract cingulate gyrus part of cingulum (R)	gaussian	0.00229611199401579	0.00857139014182044	0.0107675324505743	0.00219614230875385	278	0.25955151497258	FALSE
Diffusion_brain_MRI	INI25351	Mean ICVF in corticospinal tract on FA skeleton (L)	gaussian	0.00120885402151341	0.0376365369401451	0.0388552576554517	0.00121872071530663	134	0.260361616934557	FALSE
Diffusion_brain_MRI	INI25598	WA L2 in tract anterior thalamic radiation (L)	gaussian	0.00347111792769331	0.176034491329701	0.179861557841964	0.00382706651226364	170	0.260997742214043	FALSE
Family_history	INI5057	# of older siblings	gaussian	8.95695633602266e-06	0.00602977637949183	0.00593279518435393	-9.69811951378984e-05	27	0.263021301862432	FALSE
Diffusion_brain_MRI	INI25446	Mean ISOVF in corticospinal tract on FA skeleton (R)	gaussian	0.00105130924687203	0.00186482711742794	0.00198346836810112	0.00011864125067318	2	0.263642603676088	FALSE
Heart_MRI	INI22427	Body surface area	gaussian	0.0200711839177036	0.440433012487277	0.454437316358636	0.014004303871359	850	0.264278005497908	FALSE
Diffusion_brain_MRI	INI25694	WA OD in tract medial lemniscus (L)	gaussian	0.00651243306779758	0.031580884063945	0.0376535659239464	0.00607268186000136	297	0.264986898174863	FALSE
Eye_measures	INI5160	3mm regularity index (R)	gaussian	2.2209646217502e-05	0.0329122128766978	0.0327564724854355	-0.000155740391262316	14	0.265038326237977	FALSE
Eye_measures	INI5113	6mm cylindrical power angle (L)	gaussian	0.00179329058097219	0.00140062233690607	0.00321281263983847	0.0018121903029324	319	0.265422419298454	FALSE
Digestive_health	INI21051	Degree bothered by headaches in the last 3 months	gaussian	0.000892214521149106	0.0606855851329602	0.0612123646406844	0.000526779507724222	9	0.265539143421844	FALSE
Diffusion_brain_MRI	INI25358	Mean ICVF in cerebral peduncle on FA skeleton (R)	gaussian	0.0332092117931563	0.0379935538835942	0.0692884832695123	0.031294929385918	1501	0.267903268962506	FALSE
T1_structural_brain_MRI	INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	gaussian	0.00684047514257631	0.165593114841087	0.171098299300938	0.00550518445985115	1447	0.268935505511867	FALSE
Diffusion_brain_MRI	INI25621	WA L2 in tract uncinate fasciculus (L)	gaussian	0.00696735824935506	0.0969352655143759	0.10357854806752	0.00664328255314359	709	0.269362537071369	FALSE
Diffusion_brain_MRI	INI25671	WA ICVF in tract superior longitudinal fasciculus (L)	gaussian	0.0524935145932441	0.0725836932913751	0.125967372216894	0.0533836789255188	2131	0.269595607426406	FALSE
Work_environment	INI22503	Years of cough on most days	gaussian	0.000392311794840567	0.00204536307037525	0.000980204123773509	-0.00106515894660174	82	0.270596283409951	FALSE
Diffusion_brain_MRI	INI25374	Mean ICVF in sagittal stratum on FA skeleton (R)	gaussian	0.0506212370015172	0.0499564749942816	0.101005950403609	0.0510494754093271	2195	0.271045703912536	FALSE
Diffusion_brain_MRI	INI25691	WA OD in tract inferior longitudinal fasciculus (L)	gaussian	0.000121076770999138	0.00765549861689637	0.00753161994811087	-0.000123878668785497	5	0.27228216687615	FALSE
Disease_outcome	HC1278	TTE juvenile osteochondrosis of hip and pelvis	binomial	0.555024864013338	0.574371521094993	0.596585261244387	0.022213740149394	8	0.272684607162896	FALSE
T1_structural_brain_MRI	INI25877	Vol. of grey matter in Occipital Pole (R)	gaussian	0.0128833374411412	0.179106035493695	0.19177740541662	0.0126713699229248	1616	0.273240625049822	FALSE
Diffusion_brain_MRI	INI25594	WA L1 in tract uncinate fasciculus (L)	gaussian	0.00681512197512035	0.081623165175518	0.0877902477684523	0.00616708259293436	173	0.274559037148975	FALSE
T1_structural_brain_MRI	INI25024	Vol. of accumbens (R)	gaussian	0.00649567981811409	0.169111876079518	0.175809194564281	0.00669731848476254	643	0.274994688339467	FALSE
Task_functional_brain_MRI	INI25046	Median z-stat. (in group-defined mask) for faces activation	gaussian	6.93795299544506e-05	0.0188098758445951	0.018819474257074	9.5984124788874e-06	4	0.275050552337443	FALSE
Blood_assays	INI23036	Tarp-D F2 antigen for Chlamydia trachomatis	gaussian	0.00150021825225364	0.0128500951782735	0.0123748061758416	-0.00047528900243189	1	0.275723942322699	FALSE
Digestive_health	BIN21035	Currently (in last 3 months) suffer from abdominal pain	binomial	0.496986129410986	0.614574688107612	0.614481218727395	-9.34693802169262e-05	1	0.276314391177431	FALSE
Disease_outcome	HC1047	TTE pneumonitis due to solids and liquids	binomial	0.472885130600458	0.703212553110076	0.700416089543779	-0.0027964635662967	24	0.27729712109783	FALSE
Diffusion_brain_MRI	INI25499	WA FA in tract forceps minor	gaussian	0.0303573690011613	0.0857893866267234	0.118219690918434	0.0324303042917108	2017	0.279311531857982	FALSE
Disease_outcome	HC1139	TTE cellulitis	binomial	0.494646050573653	0.5704717166398	0.570437524778148	-3.41918616520998e-05	1	0.279703074987019	FALSE
Diffusion_brain_MRI	INI25068	Mean FA in superior cerebellar peduncle on FA skeleton (R)	gaussian	0.0102230417976143	0.0292801150285579	0.0357714348497167	0.0064913198211588	1860	0.280506128197533	FALSE
Disease_outcome	HC441	Hypopituitarism	binomial	0.457916806689799	0.480086123786295	0.476219235961814	-0.00386688782448036	2	0.28292694644268	FALSE
Carotid_ultrasound	INI22673	Minimum carotid IMT (intima-medial thickness) at 150 degrees	gaussian	4.8497471635516e-06	0.108200359312783	0.108069551027922	-0.00013080828486102	33	0.286906419307045	FALSE
Eye_measures	BIN5326	Ever had surgery for glaucoma or high eye pressure	binomial	0.42508607198748	0.627887323943659	0.616557120500782	-0.0113302034428772	2	0.287128526448026	FALSE
DXA_assessment	INI23280	Total lean mass	gaussian	1.15493448513357e-06	0.701612254922571	0.699948266131895	-0.00166398879067553	9	0.288842566072702	FALSE
Disease_outcome	HC142	Synovitis	binomial	0.507627226257795	0.558779402744278	0.559483224823027	0.000703822078748972	16	0.289089115538952	FALSE
Eye_measures	INI5111	3mm asymmetry angle (L)	gaussian	0.000496548238476795	0.000851566197103975	0.00130187030102707	0.000450304103923094	89	0.28954221877363	FALSE
Disease_outcome	HC314	Fracture hand	binomial	0.511442815628553	0.607041280850152	0.607869700117374	0.000828419267221658	10	0.292523469499931	FALSE
Disease_outcome	HC290	Fracture upper arm / humerus / elbow	binomial	0.482272331691099	0.549111551151655	0.545211275043787	-0.00390027610786836	11	0.292681911199952	FALSE
Disease_outcome	HC417	Sclerosing cholangitis	binomial	0.474827867992712	0.664518503154418	0.654555556201904	-0.00996294695251376	129	0.293486902907127	FALSE
Lifestyle_and_environment	INI1608	Ave. weekly fortified wine intake	gaussian	5.18944511116163e-06	0.00656171540649703	0.00652086228301997	-4.08531234770571e-05	26	0.294484847713201	FALSE
Family_history	INI1845	Mother's age	gaussian	0.000185488764843964	0.639292274791201	0.639304481996692	1.22072054912215e-05	1	0.295962647079415	FALSE
Brain_MRI	BIN_FC30012187	Brain MRI measuring method	binomial	0.47714437816315	0.540142642533157	0.505502238816848	-0.0346404037163086	468	0.296502180649576	FALSE
Disease_outcome	HC1324	TTE other disorders of prostate	binomial	0.515783140619172	0.862223983588265	0.8624618052966	0.000237821708335195	4	0.301798686425004	FALSE
Diffusion_brain_MRI	INI25592	WA L1 in tract superior thalamic radiation (L)	gaussian	0.0078349285531665	0.195687548886457	0.203800345887449	0.0081127970009923	457	0.302408166784766	FALSE
Blood_assays	BIN23069	HPV 18 seropositivity for Human Papillomavirus type-18	binomial	0.560865848753016	0.554756637168142	0.56971540627514	0.014958769106998	21	0.302694614925511	FALSE
Disease_outcome	HC1550	TTE other congenital malformations of limb(s)	binomial	0.438626332859899	0.577412502914687	0.568971657515937	-0.00844084539874912	5	0.305259961770712	FALSE
Mental_health	BIN20431	Ever addicted to a behaviour or miscellanous	binomial	0.510633131406078	0.626904250696522	0.627121514198811	0.000217263502288678	1	0.305530724421295	FALSE
Diffusion_brain_MRI	INI25083	Mean FA in posterior corona radiata on FA skeleton (L)	gaussian	5.4637066273816e-05	0.0323868413962029	0.0324016790794441	1.48376832412728e-05	1	0.306080785704923	FALSE
Disease_outcome	HC865	TTE corneal scars and opacities	binomial	0.5577693677648	0.622638435407696	0.59762738695926	-0.0250110484484358	1340	0.307654516126335	FALSE
Diffusion_brain_MRI	INI25712	WA ISOVF in tract corticospinal tract (L)	gaussian	0.000272640236742827	0.0316746499006608	0.0312979534661342	-0.000376696434526508	1	0.309139187177842	FALSE
Disease_outcome	HC496	TTE anogenital herpesviral [herpes simplex] infections	binomial	0.522308472761288	0.647421233882823	0.648163686439772	0.000742452556948825	2	0.310779984350989	FALSE
Disease_outcome	HC359	Adrenocortical insufficiency/addison's disease	binomial	0.563872031635684	0.51539313078544	0.552877395974747	0.0374842651893071	60	0.312358482564908	FALSE
Work_environment	BIN_FC10022506	Tobacco smoking current vs non	binomial	0.51261677455482	0.604025061021916	0.602498281375737	-0.00152677964617909	72	0.314442708264553	FALSE
Lifestyle_and_environment	INI2926	# of unsuccessful stop-smoking attempts	gaussian	0.000212842798649392	0.00669965644724305	0.00684862134790862	0.000148964900665565	13	0.314550285698102	FALSE
Disease_outcome	HC1149	TTE seborrhoeic dermatitis	binomial	0.507701917037539	0.542276132247471	0.543098424858892	0.000822292611421638	7	0.315095374040946	FALSE
Disease_outcome	HC1070	TTE other disorders of gingiva and edentulous alveolar ridge	binomial	0.486856320974312	0.543200420929416	0.538503481251538	-0.00469693967787777	13	0.31748407300034	FALSE
Diffusion_brain_MRI	INI25493	WA FA in tract cingulate gyrus part of cingulum (R)	gaussian	0.0101077606621097	0.0382502392706078	0.0480486465078317	0.00979840723722389	702	0.319619342148555	FALSE
Diffusion_brain_MRI	INI25727	WA ISOVF in tract superior thalamic radiation (L)	gaussian	0.00476556489771721	0.0897628040358756	0.0937515145464189	0.00398871051054324	538	0.320427407377211	FALSE
Diet_by_24-hour_recall	INI104920	Time spent doing light physical activity	gaussian	1.78547419130469e-05	0.0142651393354303	0.0142757527186349	1.0613383204584e-05	4	0.321956927134037	FALSE
Diffusion_brain_MRI	INI25074	Mean FA in posterior limb of internal capsule on FA skeleton (R)	gaussian	0.0191891272147708	0.0138563900589199	0.0325049005477053	0.0186485104887854	2080	0.322711125272201	FALSE
Mental_health	INI20496	Felt distant from other people in past month	gaussian	7.99347045757273e-07	0.0220080150955839	0.0218631499909833	-0.0001448651046006	34	0.322980829660249	FALSE
Diffusion_brain_MRI	INI25555	WA MO in tract inferior fronto-occipital fasciculus (R)	gaussian	0.00116966503742431	0.0236643428341815	0.0236500729969073	-1.42698372742368e-05	2	0.323570208775849	FALSE
Lifestyle_and_environment	BIN_FC20001428	Spread type: Butter/spreadable butter	binomial	0.502386777267881	0.54574047715985	0.545770481191074	3.00040312236627e-05	3	0.324248493343504	FALSE
Disease_outcome	HC712	TTE dementia in other diseases classified elsewhere	binomial	0.457405950879276	0.802885286042461	0.801549677227424	-0.00133560881503703	5	0.324990996359371	FALSE
Carotid_ultrasound	INI22674	Mean carotid IMT (intima-medial thickness) at 150 degrees	gaussian	0.00109430283063986	0.131693982139307	0.132595003431979	0.000901021292671222	8	0.326349700607717	FALSE
Lifestyle_and_environment	INI3637	Freq. of other exercises in last 4 weeks	gaussian	0.000120084313863928	0.00318105113802815	0.00326888246359844	8.78313255702847e-05	3	0.326818411873217	FALSE
Diffusion_brain_MRI	INI25441	Mean ISOVF in pontine crossing tract on FA skeleton	gaussian	0.000538695377353312	0.0177005281286931	0.0174623023779763	-0.000238225750716786	4	0.327984509199559	FALSE
Diffusion_brain_MRI	INI25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (L)	gaussian	0.0241641930168854	0.0268257382950424	0.0509766462327979	0.0241509079377554	1353	0.328512621890814	FALSE
Disease_outcome	HC17	Diabetic eye disease	binomial	0.512194764811696	0.643569594016419	0.639168363328416	-0.00440123068800358	60	0.329434402939629	FALSE
Diffusion_brain_MRI	INI25600	WA L2 in tract cingulate gyrus part of cingulum (L)	gaussian	0.00719264043914454	0.0896229511995441	0.0955735689712309	0.00595061777168673	82	0.332274150305172	FALSE
Diffusion_brain_MRI	INI25489	WA FA in tract acoustic radiation (R)	gaussian	0.00710565011422597	0.038314948770432	0.0442953888783702	0.0059804401079382	826	0.332710926777114	FALSE
Disease_outcome	HC502	TTE other spirochaetal infections	binomial	0.448542847471428	0.5129083051115	0.483780093977733	-0.0291282111337671	99	0.33285110538777	FALSE
Biomarkers	INI10030630	Apolipoprotein A	gaussian	0.172972368589833	7.0121788139263e-06	0.17294274478397	0.172935732605156	18027	0.333241575022325	FALSE
Disease_outcome	HC1029	TTE diseases of vocal cords and larynx, not elsewhere classified	binomial	0.511401868903447	0.576973186935521	0.577139868938024	0.000166682002503249	1	0.333956044711234	FALSE
Disease_outcome	HC1341	TTE inflammatory disease of cervix uteri	binomial	0.485080768647863	0.76237085116725	0.761680489576653	-0.000690361590597322	4	0.334546032932156	FALSE
DXA_assessment	INI23263	Gynoid lean mass	gaussian	0.000680024135565618	0.676599997499547	0.672628259503307	-0.00397173799623951	34	0.334591751106152	FALSE
Mental_health	INI20479	Ever thought that life not worth living	gaussian	0.000337056383986874	0.0245674163488312	0.0247871497813715	0.000219733432540253	226	0.334770024035277	FALSE
Disease_outcome	HC911	TTE other disorders of tympanic membrane	binomial	0.533386261369206	0.569703843760014	0.572070332803454	0.00236648904343995	2	0.33698147200564	FALSE
Disease_outcome	HC384	Throat or larynx disorder	binomial	0.460488931520814	0.580177789598317	0.557429084644662	-0.0227487049536551	58	0.337543427966769	FALSE
