#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_HC1036	Testing	HC1036_s_asian	7831	1196	6635	South Asian	UK		UKB	
GBE_HC1036	Testing	HC1036_african	6497	851	5646	African unspecified	UK		UKB	
GBE_HC1036	Testing	HC1036_e_asian	1704	166	1538	East Asian	UK		UKB	
GBE_BIN_FC9006152	Score development		269382	31883	237499	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC9006152	Testing	BIN_FC9006152_test	67349	7869	59480	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC9006152	Testing	BIN_FC9006152_non_british_white	24838	2872	21966	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC9006152	Testing	BIN_FC9006152_s_asian	7556	901	6655	South Asian	UK		UKB	
GBE_BIN_FC9006152	Testing	BIN_FC9006152_african	6348	730	5618	African unspecified	UK		UKB	
GBE_BIN_FC9006152	Testing	BIN_FC9006152_e_asian	1640	135	1505	East Asian	UK		UKB	
GBE_cancer1060	Score development		269704	16566	253138	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1060	Testing	cancer1060_test	67425	4141	63284	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1060	Testing	cancer1060_non_british_white	24905	1442	23463	European	UK	non-white British ancestry	UKB	
GBE_cancer1060	Testing	cancer1060_s_asian	7831	18	7813	South Asian	UK		UKB	
GBE_cancer1060	Testing	cancer1060_african	6497	11	6486	African unspecified	UK		UKB	
GBE_cancer1060	Testing	cancer1060_e_asian	1704	6	1698	East Asian	UK		UKB	
GBE_cancer1003	Score development		269704	18507	251197	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1003	Testing	cancer1003_test	67425	4637	62788	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1003	Testing	cancer1003_non_british_white	24905	1649	23256	European	UK	non-white British ancestry	UKB	
GBE_cancer1003	Testing	cancer1003_s_asian	7831	20	7811	South Asian	UK		UKB	
GBE_cancer1003	Testing	cancer1003_african	6497	12	6485	African unspecified	UK		UKB	
GBE_cancer1003	Testing	cancer1003_e_asian	1704	9	1695	East Asian	UK		UKB	
GBE_HC221	Score development		269704	18583	251121	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC221	Testing	HC221_test	67425	4540	62885	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC221	Testing	HC221_s_asian	7831	1878	5953	South Asian	UK		UKB	
GBE_HC221	Testing	HC221_non_british_white	24905	1571	23334	European	UK	non-white British ancestry	UKB	
GBE_HC221	Testing	HC221_african	6497	1023	5474	African unspecified	UK		UKB	
GBE_HC221	Testing	HC221_e_asian	1704	132	1572	East Asian	UK		UKB	
GBE_BIN_FC10001757	Score development		248639	184796	63843	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10001757	Testing	BIN_FC10001757_test	62155	46228	15927	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10001757	Testing	BIN_FC10001757_non_british_white	23150	17565	5585	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10001757	Testing	BIN_FC10001757_african	6181	5603	578	African unspecified	UK		UKB	
GBE_BIN_FC10001757	Testing	BIN_FC10001757_s_asian	7175	5252	1923	South Asian	UK		UKB	
GBE_BIN_FC10001757	Testing	BIN_FC10001757_e_asian	1592	1331	261	East Asian	UK		UKB	
GBE_HC1159	Score development		269704	7688	262016	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1159	Testing	HC1159_test	67425	1956	65469	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1159	Testing	HC1159_non_british_white	24905	723	24182	European	UK	non-white British ancestry	UKB	
GBE_HC1159	Testing	HC1159_s_asian	7831	186	7645	South Asian	UK		UKB	
GBE_HC1159	Testing	HC1159_african	6497	32	6465	African unspecified	UK		UKB	
GBE_HC1159	Testing	HC1159_e_asian	1704	22	1682	East Asian	UK		UKB	
GBE_HC649	Score development		269704	16478	253226	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC649	Testing	HC649_test	67425	4071	63354	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC649	Testing	HC649_s_asian	7831	1637	6194	South Asian	UK		UKB	
GBE_HC649	Testing	HC649_non_british_white	24905	1354	23551	European	UK	non-white British ancestry	UKB	
GBE_HC649	Testing	HC649_african	6497	806	5691	African unspecified	UK		UKB	
GBE_HC649	Testing	HC649_e_asian	1704	106	1598	East Asian	UK		UKB	
GBE_FH1220	Score development		269704	63331	206373	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_FH1220	Testing	FH1220_test	67425	15823	51602	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_FH1220	Testing	FH1220_non_british_white	24905	5829	19076	European	UK	non-white British ancestry	UKB	
GBE_FH1220	Testing	FH1220_s_asian	7831	4226	3605	South Asian	UK		UKB	
GBE_FH1220	Testing	FH1220_african	6497	2779	3718	African unspecified	UK		UKB	
GBE_FH1220	Testing	FH1220_e_asian	1704	612	1092	East Asian	UK		UKB	
GBE_BIN1980	Score development		263546	152035	111511	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN1980	Testing	BIN1980_test	65798	37860	27938	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN1980	Testing	BIN1980_non_british_white	24170	13973	10197	European	UK	non-white British ancestry	UKB	
GBE_BIN1980	Testing	BIN1980_s_asian	7170	3970	3200	South Asian	UK		UKB	
GBE_BIN1980	Testing	BIN1980_african	6104	2702	3402	African unspecified	UK		UKB	
GBE_BIN1980	Testing	BIN1980_e_asian	1544	746	798	East Asian	UK		UKB	
GBE_HC303	Score development		269704	1848	267856	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC303	Testing	HC303_test	67425	451	66974	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC303	Testing	HC303_non_british_white	24905	178	24727	European	UK	non-white British ancestry	UKB	
GBE_HC303	Testing	HC303_s_asian	7831	24	7807	South Asian	UK		UKB	
GBE_HC303	Testing	HC303_african	6497	7	6490	African unspecified	UK		UKB	
GBE_HC1215	Score development		269704	9272	260432	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1215	Testing	HC1215_test	67425	2391	65034	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1215	Testing	HC1215_non_british_white	24905	749	24156	European	UK	non-white British ancestry	UKB	
GBE_HC1215	Testing	HC1215_s_asian	7831	286	7545	South Asian	UK		UKB	
GBE_HC1215	Testing	HC1215_african	6497	145	6352	African unspecified	UK		UKB	
GBE_HC1215	Testing	HC1215_e_asian	1704	46	1658	East Asian	UK		UKB	
GBE_BIN_FC40001249	Score development		249242	143862	105380	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC40001249	Testing	BIN_FC40001249_test	62410	35715	26695	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC40001249	Testing	BIN_FC40001249_non_british_white	22450	14474	7976	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC40001249	Testing	BIN_FC40001249_african	5926	2092	3834	African unspecified	UK		UKB	
GBE_BIN_FC40001249	Testing	BIN_FC40001249_s_asian	7192	1964	5228	South Asian	UK		UKB	
GBE_BIN_FC40001249	Testing	BIN_FC40001249_e_asian	1577	495	1082	East Asian	UK		UKB	
GBE_HC38	Score development		269704	4439	265265	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC38	Testing	HC38_test	67425	1146	66279	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC38	Testing	HC38_non_british_white	24905	416	24489	European	UK	non-white British ancestry	UKB	
GBE_HC38	Testing	HC38_s_asian	7831	108	7723	South Asian	UK		UKB	
GBE_HC38	Testing	HC38_african	6497	19	6478	African unspecified	UK		UKB	
GBE_HC38	Testing	HC38_e_asian	1704	10	1694	East Asian	UK		UKB	
GBE_HC1125	Score development		269704	15061	254643	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1125	Testing	HC1125_test	67425	3753	63672	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1125	Testing	HC1125_non_british_white	24905	1175	23730	European	UK	non-white British ancestry	UKB	
GBE_HC1125	Testing	HC1125_s_asian	7831	312	7519	South Asian	UK		UKB	
GBE_HC1125	Testing	HC1125_african	6497	158	6339	African unspecified	UK		UKB	
GBE_HC1125	Testing	HC1125_e_asian	1704	65	1639	East Asian	UK		UKB	
GBE_HC652	Score development		269704	11955	257749	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC652	Testing	HC652_test	67425	2899	64526	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC652	Testing	HC652_s_asian	7831	1284	6547	South Asian	UK		UKB	
GBE_HC652	Testing	HC652_non_british_white	24905	964	23941	European	UK	non-white British ancestry	UKB	
GBE_HC652	Testing	HC652_african	6497	676	5821	African unspecified	UK		UKB	
GBE_HC652	Testing	HC652_e_asian	1704	85	1619	East Asian	UK		UKB	
GBE_HC964	Score development		269704	13747	255957	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC964	Testing	HC964_test	67425	3483	63942	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC964	Testing	HC964_non_british_white	24905	1090	23815	European	UK	non-white British ancestry	UKB	
GBE_HC964	Testing	HC964_s_asian	7831	200	7631	South Asian	UK		UKB	
GBE_HC964	Testing	HC964_african	6497	136	6361	African unspecified	UK		UKB	
GBE_HC964	Testing	HC964_e_asian	1704	24	1680	East Asian	UK		UKB	
GBE_BIN_FC30001757	Score development		248639	64099	184540	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC30001757	Testing	BIN_FC30001757_test	62155	16027	46128	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC30001757	Testing	BIN_FC30001757_non_british_white	23150	5384	17766	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC30001757	Testing	BIN_FC30001757_s_asian	7175	1618	5557	South Asian	UK		UKB	
GBE_BIN_FC30001757	Testing	BIN_FC30001757_african	6181	475	5706	African unspecified	UK		UKB	
GBE_BIN_FC30001757	Testing	BIN_FC30001757_e_asian	1592	238	1354	East Asian	UK		UKB	
GBE_HC188	Score development		269704	13557	256147	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC188	Testing	HC188_test	67425	3344	64081	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC188	Testing	HC188_non_british_white	24905	1055	23850	European	UK	non-white British ancestry	UKB	
GBE_HC188	Testing	HC188_s_asian	7831	278	7553	South Asian	UK		UKB	
GBE_HC188	Testing	HC188_african	6497	136	6361	African unspecified	UK		UKB	
GBE_HC188	Testing	HC188_e_asian	1704	55	1649	East Asian	UK		UKB	
GBE_HC1132	Score development		269704	2295	267409	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1132	Testing	HC1132_test	67425	553	66872	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1132	Testing	HC1132_non_british_white	24905	208	24697	European	UK	non-white British ancestry	UKB	
GBE_HC1132	Testing	HC1132_s_asian	7831	38	7793	South Asian	UK		UKB	
GBE_HC1132	Testing	HC1132_african	6497	18	6479	African unspecified	UK		UKB	
GBE_HC942	Score development		269704	20305	249399	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC942	Testing	HC942_test	67425	5072	62353	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC942	Testing	HC942_non_british_white	24905	1680	23225	European	UK	non-white British ancestry	UKB	
GBE_HC942	Testing	HC942_s_asian	7831	1095	6736	South Asian	UK		UKB	
GBE_HC942	Testing	HC942_african	6497	283	6214	African unspecified	UK		UKB	
GBE_HC942	Testing	HC942_e_asian	1704	48	1656	East Asian	UK		UKB	
GBE_BIN_FC1006149	Score development		269150	29073	240077	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1006149	Testing	BIN_FC1006149_test	67277	7329	59948	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1006149	Testing	BIN_FC1006149_non_british_white	24793	2657	22136	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1006149	Testing	BIN_FC1006149_s_asian	7528	724	6804	South Asian	UK		UKB	
GBE_BIN_FC1006149	Testing	BIN_FC1006149_african	6343	332	6011	African unspecified	UK		UKB	
GBE_BIN_FC1006149	Testing	BIN_FC1006149_e_asian	1639	302	1337	East Asian	UK		UKB	
GBE_BIN2000	Score development		259878	127412	132466	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN2000	Testing	BIN2000_test	64908	31708	33200	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN2000	Testing	BIN2000_non_british_white	23849	11647	12202	European	UK	non-white British ancestry	UKB	
GBE_BIN2000	Testing	BIN2000_s_asian	6993	3557	3436	South Asian	UK		UKB	
GBE_BIN2000	Testing	BIN2000_african	6089	2619	3470	African unspecified	UK		UKB	
GBE_BIN2000	Testing	BIN2000_e_asian	1530	605	925	East Asian	UK		UKB	
GBE_HC328	Score development		269704	5674	264030	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC328	Testing	HC328_test	67425	1484	65941	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC328	Testing	HC328_non_british_white	24905	486	24419	European	UK	non-white British ancestry	UKB	
GBE_HC328	Testing	HC328_s_asian	7831	175	7656	South Asian	UK		UKB	
GBE_HC328	Testing	HC328_african	6497	93	6404	African unspecified	UK		UKB	
GBE_HC328	Testing	HC328_e_asian	1704	38	1666	East Asian	UK		UKB	
GBE_HC281	Score development		269704	12795	256909	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC281	Testing	HC281_test	67425	3228	64197	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC281	Testing	HC281_non_british_white	24905	1017	23888	European	UK	non-white British ancestry	UKB	
GBE_HC281	Testing	HC281_s_asian	7831	189	7642	South Asian	UK		UKB	
GBE_HC281	Testing	HC281_african	6497	132	6365	African unspecified	UK		UKB	
GBE_HC281	Testing	HC281_e_asian	1704	24	1680	East Asian	UK		UKB	
GBE_HC1106	Score development		269704	25849	243855	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1106	Testing	HC1106_test	67425	6501	60924	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1106	Testing	HC1106_non_british_white	24905	2245	22660	European	UK	non-white British ancestry	UKB	
GBE_HC1106	Testing	HC1106_s_asian	7831	330	7501	South Asian	UK		UKB	
GBE_HC1106	Testing	HC1106_african	6497	279	6218	African unspecified	UK		UKB	
GBE_HC1106	Testing	HC1106_e_asian	1704	24	1680	East Asian	UK		UKB	
GBE_HC440	Score development		269704	12386	257318	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC440	Testing	HC440_test	67425	3114	64311	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC440	Testing	HC440_non_british_white	24905	983	23922	European	UK	non-white British ancestry	UKB	
GBE_HC440	Testing	HC440_s_asian	7831	186	7645	South Asian	UK		UKB	
GBE_HC440	Testing	HC440_african	6497	128	6369	African unspecified	UK		UKB	
GBE_HC440	Testing	HC440_e_asian	1704	24	1680	East Asian	UK		UKB	
GBE_FH1263	Score development		269704	41451	228253	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_FH1263	Testing	FH1263_test	67425	10334	57091	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_FH1263	Testing	FH1263_non_british_white	24905	3496	21409	European	UK	non-white British ancestry	UKB	
GBE_FH1263	Testing	FH1263_s_asian	7831	596	7235	South Asian	UK		UKB	
GBE_FH1263	Testing	FH1263_african	6497	561	5936	African unspecified	UK		UKB	
GBE_FH1263	Testing	FH1263_e_asian	1704	129	1575	East Asian	UK		UKB	
GBE_BIN1210	Score development		252696	97690	155006	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN1210	Testing	BIN1210_test	63239	24281	38958	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN1210	Testing	BIN1210_non_british_white	22809	8244	14565	European	UK	non-white British ancestry	UKB	
GBE_BIN1210	Testing	BIN1210_s_asian	6976	2920	4056	South Asian	UK		UKB	
GBE_BIN1210	Testing	BIN1210_african	5724	2011	3713	African unspecified	UK		UKB	
GBE_BIN1210	Testing	BIN1210_e_asian	1487	557	930	East Asian	UK		UKB	
GBE_BIN_FC30001508	Score development		215128	51589	163539	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC30001508	Testing	BIN_FC30001508_test	53524	12738	40786	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC30001508	Testing	BIN_FC30001508_non_british_white	19513	8000	11513	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC30001508	Testing	BIN_FC30001508_s_asian	3748	606	3142	South Asian	UK		UKB	
GBE_BIN_FC30001508	Testing	BIN_FC30001508_african	3487	417	3070	African unspecified	UK		UKB	
GBE_BIN_FC30001508	Testing	BIN_FC30001508_e_asian	1059	275	784	East Asian	UK		UKB	
GBE_BIN_FC6006149	Score development		269150	46888	222262	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC6006149	Testing	BIN_FC6006149_test	67277	11773	55504	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC6006149	Testing	BIN_FC6006149_non_british_white	24793	3977	20816	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC6006149	Testing	BIN_FC6006149_african	6343	1042	5301	African unspecified	UK		UKB	
GBE_BIN_FC6006149	Testing	BIN_FC6006149_s_asian	7528	812	6716	South Asian	UK		UKB	
GBE_BIN_FC6006149	Testing	BIN_FC6006149_e_asian	1639	340	1299	East Asian	UK		UKB	
GBE_BIN_FC20020116	Score development		268823	96308	172515	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC20020116	Testing	BIN_FC20020116_test	67212	23931	43281	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC20020116	Testing	BIN_FC20020116_non_british_white	24816	9959	14857	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC20020116	Testing	BIN_FC20020116_african	6390	1071	5319	African unspecified	UK		UKB	
GBE_BIN_FC20020116	Testing	BIN_FC20020116_s_asian	7615	962	6653	South Asian	UK		UKB	
GBE_BIN_FC20020116	Testing	BIN_FC20020116_e_asian	1661	237	1424	East Asian	UK		UKB	
GBE_BIN1950	Score development		262892	148440	114452	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN1950	Testing	BIN1950_test	65709	37128	28581	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN1950	Testing	BIN1950_non_british_white	24064	13147	10917	European	UK	non-white British ancestry	UKB	
GBE_BIN1950	Testing	BIN1950_s_asian	7159	4355	2804	South Asian	UK		UKB	
GBE_BIN1950	Testing	BIN1950_african	6118	2629	3489	African unspecified	UK		UKB	
GBE_BIN1950	Testing	BIN1950_e_asian	1534	681	853	East Asian	UK		UKB	
GBE_HC1242	Score development		269704	1015	268689	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1242	Testing	HC1242_test	67425	278	67147	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1242	Testing	HC1242_non_british_white	24905	80	24825	European	UK	non-white British ancestry	UKB	
GBE_HC1242	Testing	HC1242_s_asian	7831	15	7816	South Asian	UK		UKB	
GBE_HC1242	Testing	HC1242_african	6497	5	6492	African unspecified	UK		UKB	
GBE_HC1242	Testing	HC1242_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_BIN_FC40002267	Score development		269577	60752	208825	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC40002267	Testing	BIN_FC40002267_test	67387	15222	52165	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC40002267	Testing	BIN_FC40002267_non_british_white	24868	5387	19481	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC40002267	Testing	BIN_FC40002267_s_asian	7396	460	6936	South Asian	UK		UKB	
GBE_BIN_FC40002267	Testing	BIN_FC40002267_african	6273	366	5907	African unspecified	UK		UKB	
GBE_BIN_FC40002267	Testing	BIN_FC40002267_e_asian	1652	187	1465	East Asian	UK		UKB	
GBE_HC990	Score development		269704	12137	257567	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC990	Testing	HC990_test	67425	3056	64369	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC990	Testing	HC990_non_british_white	24905	1101	23804	European	UK	non-white British ancestry	UKB	
GBE_HC990	Testing	HC990_s_asian	7831	253	7578	South Asian	UK		UKB	
GBE_HC990	Testing	HC990_african	6497	122	6375	African unspecified	UK		UKB	
GBE_HC990	Testing	HC990_e_asian	1704	31	1673	East Asian	UK		UKB	
GBE_HC422	Score development		269704	985	268719	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC422	Testing	HC422_test	67425	268	67157	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC422	Testing	HC422_non_british_white	24905	79	24826	European	UK	non-white British ancestry	UKB	
GBE_HC422	Testing	HC422_s_asian	7831	14	7817	South Asian	UK		UKB	
GBE_HC422	Testing	HC422_african	6497	5	6492	African unspecified	UK		UKB	
GBE_HC422	Testing	HC422_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_cancer1044	Score development		269704	6278	263426	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1044	Testing	cancer1044_test	67425	1563	65862	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1044	Testing	cancer1044_non_british_white	24905	441	24464	European	UK	non-white British ancestry	UKB	
GBE_cancer1044	Testing	cancer1044_african	6497	199	6298	African unspecified	UK		UKB	
GBE_cancer1044	Testing	cancer1044_s_asian	7831	80	7751	South Asian	UK		UKB	
GBE_cancer1044	Testing	cancer1044_e_asian	1704	9	1695	East Asian	UK		UKB	
GBE_BIN_FC9006154	Score development		209995	61226	148769	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC9006154	Testing	BIN_FC9006154_test	52582	15397	37185	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC9006154	Testing	BIN_FC9006154_non_british_white	19451	5524	13927	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC9006154	Testing	BIN_FC9006154_african	5085	2117	2968	African unspecified	UK		UKB	
GBE_BIN_FC9006154	Testing	BIN_FC9006154_s_asian	5818	1958	3860	South Asian	UK		UKB	
GBE_BIN_FC9006154	Testing	BIN_FC9006154_e_asian	1387	278	1109	East Asian	UK		UKB	
GBE_HC1021	Score development		269704	25896	243808	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1021	Testing	HC1021_test	67425	6545	60880	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1021	Testing	HC1021_non_british_white	24905	2149	22756	European	UK	non-white British ancestry	UKB	
GBE_HC1021	Testing	HC1021_s_asian	7831	893	6938	South Asian	UK		UKB	
GBE_HC1021	Testing	HC1021_african	6497	648	5849	African unspecified	UK		UKB	
GBE_HC1021	Testing	HC1021_e_asian	1704	330	1374	East Asian	UK		UKB	
GBE_HC702	Score development		269704	843	268861	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC702	Testing	HC702_test	67425	215	67210	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC702	Testing	HC702_non_british_white	24905	79	24826	European	UK	non-white British ancestry	UKB	
GBE_HC702	Testing	HC702_s_asian	7831	23	7808	South Asian	UK		UKB	
GBE_HC702	Testing	HC702_african	6497	4	6493	African unspecified	UK		UKB	
GBE_HC702	Testing	HC702_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC225	Score development		269704	12012	257692	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC225	Testing	HC225_test	67425	2978	64447	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC225	Testing	HC225_non_british_white	24905	926	23979	European	UK	non-white British ancestry	UKB	
GBE_HC225	Testing	HC225_s_asian	7831	256	7575	South Asian	UK		UKB	
GBE_HC225	Testing	HC225_african	6497	128	6369	African unspecified	UK		UKB	
GBE_HC225	Testing	HC225_e_asian	1704	48	1656	East Asian	UK		UKB	
GBE_HC882	Score development		269704	8086	261618	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC882	Testing	HC882_test	67425	1890	65535	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC882	Testing	HC882_non_british_white	24905	637	24268	European	UK	non-white British ancestry	UKB	
GBE_HC882	Testing	HC882_african	6497	307	6190	African unspecified	UK		UKB	
GBE_HC882	Testing	HC882_s_asian	7831	261	7570	South Asian	UK		UKB	
GBE_HC882	Testing	HC882_e_asian	1704	34	1670	East Asian	UK		UKB	
GBE_HC987	Score development		269704	9249	260455	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC987	Testing	HC987_test	67425	2312	65113	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC987	Testing	HC987_non_british_white	24905	710	24195	European	UK	non-white British ancestry	UKB	
GBE_HC987	Testing	HC987_african	6497	173	6324	African unspecified	UK		UKB	
GBE_HC987	Testing	HC987_s_asian	7831	145	7686	South Asian	UK		UKB	
GBE_HC987	Testing	HC987_e_asian	1704	15	1689	East Asian	UK		UKB	
GBE_HC401	Score development		269704	9036	260668	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC401	Testing	HC401_test	67425	2219	65206	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC401	Testing	HC401_non_british_white	24905	819	24086	European	UK	non-white British ancestry	UKB	
GBE_HC401	Testing	HC401_s_asian	7831	172	7659	South Asian	UK		UKB	
GBE_HC401	Testing	HC401_african	6497	107	6390	African unspecified	UK		UKB	
GBE_HC401	Testing	HC401_e_asian	1704	25	1679	East Asian	UK		UKB	
GBE_HC1094	Score development		269704	15095	254609	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1094	Testing	HC1094_test	67425	3805	63620	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1094	Testing	HC1094_non_british_white	24905	1142	23763	European	UK	non-white British ancestry	UKB	
GBE_HC1094	Testing	HC1094_s_asian	7831	327	7504	South Asian	UK		UKB	
GBE_HC1094	Testing	HC1094_african	6497	170	6327	African unspecified	UK		UKB	
GBE_HC1094	Testing	HC1094_e_asian	1704	23	1681	East Asian	UK		UKB	
GBE_BIN10030820	Score development		257087	13354	243733	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN10030820	Testing	BIN10030820_test	64281	3345	60936	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN10030820	Testing	BIN10030820_non_british_white	23747	1087	22660	European	UK	non-white British ancestry	UKB	
GBE_BIN10030820	Testing	BIN10030820_s_asian	7429	395	7034	South Asian	UK		UKB	
GBE_BIN10030820	Testing	BIN10030820_african	6090	282	5808	African unspecified	UK		UKB	
GBE_BIN10030820	Testing	BIN10030820_e_asian	1618	79	1539	East Asian	UK		UKB	
