#trait	split	trait_name	AUROC	other_metric	covariates
GBE_HC708	HC708_test	TTE other metabolic disorders	0.596379042681207	Diff R2 (full-covars) = 0.0968745954400167	age, sex Genotype PCs
GBE_HC708	HC708_non_british_white	TTE other metabolic disorders	0.708394151991648	Diff R2 (full-covars) = 0.0303740151300765	age, sex Genotype PCs
GBE_HC708	HC708_s_asian	TTE other metabolic disorders	0.646838811412803	Diff R2 (full-covars) = -0.000285812841872124	age, sex Genotype PCs
GBE_HC708	HC708_african	TTE other metabolic disorders	0.774064996368931	Diff R2 (full-covars) = -0.00198801742919452	age, sex Genotype PCs
GBE_HC807	HC807_test	TTE alzheimer's disease	0.712379632155712		
GBE_HC807	HC807_non_british_white	TTE alzheimer's disease	0.679608260023316		
GBE_HC807	HC807_s_asian	TTE alzheimer's disease	0.531451089202432		
GBE_HC807	HC807_e_asian	TTE alzheimer's disease	0.906635349383441		
GBE_HC807	HC807_african	TTE alzheimer's disease	0.635831020659883		
GBE_HC807	HC807_test	TTE alzheimer's disease	0.866496039490619	Diff R2 (full-covars) = 0.0466999837552448	age, sex Genotype PCs
GBE_HC807	HC807_non_british_white	TTE alzheimer's disease	0.86745993840762	Diff R2 (full-covars) = 0.0330053426868596	age, sex Genotype PCs
GBE_HC807	HC807_s_asian	TTE alzheimer's disease	0.913601747446694	Diff R2 (full-covars) = 0.00891433968946775	age, sex Genotype PCs
GBE_HC807	HC807_e_asian	TTE alzheimer's disease	0.994715208455666	Diff R2 (full-covars) = 0.0093951849677042	age, sex Genotype PCs
GBE_HC807	HC807_african	TTE alzheimer's disease	0.962478625290838	Diff R2 (full-covars) = 0.0075687494743929	age, sex Genotype PCs
GBE_HC1221	HC1221_test	TTE coxarthrosis [arthrosis of hip]	0.561096771990858		
GBE_HC1221	HC1221_non_british_white	TTE coxarthrosis [arthrosis of hip]	0.541641672192327		
GBE_HC1221	HC1221_s_asian	TTE coxarthrosis [arthrosis of hip]	0.503627935012484		
GBE_HC1221	HC1221_e_asian	TTE coxarthrosis [arthrosis of hip]	0.522993187203797		
GBE_HC1221	HC1221_african	TTE coxarthrosis [arthrosis of hip]	0.574522953286119		
GBE_HC1221	HC1221_test	TTE coxarthrosis [arthrosis of hip]	0.690835123720705	Diff R2 (full-covars) = 0.00921134576816396	age, sex Genotype PCs
GBE_HC1221	HC1221_non_british_white	TTE coxarthrosis [arthrosis of hip]	0.713519959451218	Diff R2 (full-covars) = 0.00368439036944757	age, sex Genotype PCs
GBE_HC1221	HC1221_s_asian	TTE coxarthrosis [arthrosis of hip]	0.724670654927159	Diff R2 (full-covars) = -0.00236577947032712	age, sex Genotype PCs
GBE_HC1221	HC1221_e_asian	TTE coxarthrosis [arthrosis of hip]	0.679909656398108	Diff R2 (full-covars) = 0.00140699052132987	age, sex Genotype PCs
GBE_HC1221	HC1221_african	TTE coxarthrosis [arthrosis of hip]	0.634477633848273	Diff R2 (full-covars) = 0.0178855821804768	age, sex Genotype PCs
GBE_HC1584	HC1584_test	AD alzheimer's disease	0.723492995559344		
GBE_HC1584	HC1584_non_british_white	AD alzheimer's disease	0.66388799499426		
GBE_HC1584	HC1584_s_asian	AD alzheimer's disease	0.593478260869545		
GBE_HC1584	HC1584_e_asian	AD alzheimer's disease	0.918379330593071		
GBE_HC1584	HC1584_african	AD alzheimer's disease	0.693886132369037		
GBE_HC1584	HC1584_test	AD alzheimer's disease	0.868619187281382	Diff R2 (full-covars) = 0.0528238124588865	age, sex Genotype PCs
GBE_HC1584	HC1584_non_british_white	AD alzheimer's disease	0.861882542236474	Diff R2 (full-covars) = 0.0309126664878232	age, sex Genotype PCs
GBE_HC1584	HC1584_s_asian	AD alzheimer's disease	0.915217391304357	Diff R2 (full-covars) = 0.00910253429435037	age, sex Genotype PCs
GBE_HC1584	HC1584_e_asian	AD alzheimer's disease	0.994715208455666	Diff R2 (full-covars) = 0.0093951849677042	age, sex Genotype PCs
GBE_HC1584	HC1584_african	AD alzheimer's disease	0.966935777759089	Diff R2 (full-covars) = 0.0159784711126058	age, sex Genotype PCs
GBE_HC1098	HC1098_test	TTE diaphragmatic hernia	0.542062064902179		
GBE_HC1098	HC1098_non_british_white	TTE diaphragmatic hernia	0.532539275439909		
GBE_HC1098	HC1098_s_asian	TTE diaphragmatic hernia	0.527811161739011		
GBE_HC1098	HC1098_e_asian	TTE diaphragmatic hernia	0.531379114934827		
GBE_HC1098	HC1098_african	TTE diaphragmatic hernia	0.517937713623414		
GBE_HC1098	HC1098_test	TTE diaphragmatic hernia	0.629922787742103	Diff R2 (full-covars) = 0.00746463874188375	age, sex Genotype PCs
GBE_HC1098	HC1098_non_british_white	TTE diaphragmatic hernia	0.642035883220128	Diff R2 (full-covars) = 0.00152736955939381	age, sex Genotype PCs
GBE_HC1098	HC1098_s_asian	TTE diaphragmatic hernia	0.666392819212723	Diff R2 (full-covars) = 0.00378087635753221	age, sex Genotype PCs
GBE_HC1098	HC1098_e_asian	TTE diaphragmatic hernia	0.702848900108181	Diff R2 (full-covars) = 0.00328679614650929	age, sex Genotype PCs
GBE_HC1098	HC1098_african	TTE diaphragmatic hernia	0.705855104687796	Diff R2 (full-covars) = -0.000777618771655608	age, sex Genotype PCs
GBE_BIN_FC30006164	BIN_FC30006164_test	Types of physical activity in last 4 weeks (other exercises)	0.553434041011044		
GBE_BIN_FC30006164	BIN_FC30006164_non_british_white	Types of physical activity in last 4 weeks (other exercises)	0.556098514900183		
GBE_BIN_FC30006164	BIN_FC30006164_s_asian	Types of physical activity in last 4 weeks (other exercises)	0.523951548359709		
GBE_BIN_FC30006164	BIN_FC30006164_e_asian	Types of physical activity in last 4 weeks (other exercises)	0.497866346851119		
GBE_BIN_FC30006164	BIN_FC30006164_african	Types of physical activity in last 4 weeks (other exercises)	0.510776664006651		
GBE_BIN_FC30006164	BIN_FC30006164_test	Types of physical activity in last 4 weeks (other exercises)	0.590703278167962	Diff R2 (full-covars) = 0.0117002079868914	age, sex Genotype PCs
GBE_BIN_FC30006164	BIN_FC30006164_non_british_white	Types of physical activity in last 4 weeks (other exercises)	0.621389138063593	Diff R2 (full-covars) = 0.00950709481429579	age, sex Genotype PCs
GBE_BIN_FC30006164	BIN_FC30006164_s_asian	Types of physical activity in last 4 weeks (other exercises)	0.560753143901602	Diff R2 (full-covars) = -0.00611205295219874	age, sex Genotype PCs
GBE_BIN_FC30006164	BIN_FC30006164_e_asian	Types of physical activity in last 4 weeks (other exercises)	0.53884503821052	Diff R2 (full-covars) = -0.0211761588665141	age, sex Genotype PCs
GBE_BIN_FC30006164	BIN_FC30006164_african	Types of physical activity in last 4 weeks (other exercises)	0.586848002449337	Diff R2 (full-covars) = -0.0145452092811077	age, sex Genotype PCs
GBE_HC22	HC22_test	Osteoporosis	0.56839791899931		
GBE_HC22	HC22_non_british_white	Osteoporosis	0.568500659450805		
GBE_HC22	HC22_s_asian	Osteoporosis	0.504612429651717		
GBE_HC22	HC22_e_asian	Osteoporosis	0.50947420634921		
GBE_HC22	HC22_african	Osteoporosis	0.518905067372643		
GBE_HC22	HC22_test	Osteoporosis	0.764395594969135	Diff R2 (full-covars) = 0.00590243007665969	age, sex Genotype PCs
GBE_HC22	HC22_non_british_white	Osteoporosis	0.789740120726016	Diff R2 (full-covars) = 0.00478659020725258	age, sex Genotype PCs
GBE_HC22	HC22_s_asian	Osteoporosis	0.822020523565845	Diff R2 (full-covars) = 0.000366012545169325	age, sex Genotype PCs
GBE_HC22	HC22_e_asian	Osteoporosis	0.857688492063497	Diff R2 (full-covars) = -0.00208333333333477	age, sex Genotype PCs
GBE_HC22	HC22_african	Osteoporosis	0.755450904524313	Diff R2 (full-covars) = -0.00105895529989219	age, sex Genotype PCs
GBE_BIN_FC10006160	BIN_FC10006160_test	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.526634785385032		
GBE_BIN_FC10006160	BIN_FC10006160_non_british_white	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.527780978958354		
GBE_BIN_FC10006160	BIN_FC10006160_s_asian	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.513119340450348		
GBE_BIN_FC10006160	BIN_FC10006160_e_asian	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.48406727682208		
GBE_BIN_FC10006160	BIN_FC10006160_african	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.49703482294722		
GBE_BIN_FC10006160	BIN_FC10006160_test	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.539414747185472	Diff R2 (full-covars) = 0.00940164700821211	age, sex Genotype PCs
GBE_BIN_FC10006160	BIN_FC10006160_non_british_white	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.581077125027066	Diff R2 (full-covars) = 0.00314093584559416	age, sex Genotype PCs
GBE_BIN_FC10006160	BIN_FC10006160_s_asian	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.559634831482767	Diff R2 (full-covars) = -0.000610108595712311	age, sex Genotype PCs
GBE_BIN_FC10006160	BIN_FC10006160_e_asian	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.575271135815483	Diff R2 (full-covars) = -0.0113741274937323	age, sex Genotype PCs
GBE_BIN_FC10006160	BIN_FC10006160_african	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	0.573958679919292	Diff R2 (full-covars) = -0.00782363842764167	age, sex Genotype PCs
GBE_HC1583	HC1583_test	AD all cause dementia	0.627029645081842		
GBE_HC1583	HC1583_non_british_white	AD all cause dementia	0.592287649310197		
GBE_HC1583	HC1583_s_asian	AD all cause dementia	0.563931074546017		
GBE_HC1583	HC1583_e_asian	AD all cause dementia	0.546562867215041		
GBE_HC1583	HC1583_african	AD all cause dementia	0.611069780257629		
GBE_HC1583	HC1583_test	AD all cause dementia	0.815481483412933	Diff R2 (full-covars) = 0.022925127903186	age, sex Genotype PCs
GBE_HC1583	HC1583_non_british_white	AD all cause dementia	0.81497392119191	Diff R2 (full-covars) = 0.00633297477116279	age, sex Genotype PCs
GBE_HC1583	HC1583_s_asian	AD all cause dementia	0.821164248692938	Diff R2 (full-covars) = 0.00919282680365563	age, sex Genotype PCs
GBE_HC1583	HC1583_e_asian	AD all cause dementia	0.951821386603995	Diff R2 (full-covars) = 0.00616921269095183	age, sex Genotype PCs
GBE_HC1583	HC1583_african	AD all cause dementia	0.8707102018323	Diff R2 (full-covars) = 0.0113005441895852	age, sex Genotype PCs
GBE_BIN_FC6001747	BIN_FC6001747_test	Hair colour (natural, before greying) other	0.597727475763277		
GBE_BIN_FC6001747	BIN_FC6001747_non_british_white	Hair colour (natural, before greying) other	0.593672874378011		
GBE_BIN_FC6001747	BIN_FC6001747_s_asian	Hair colour (natural, before greying) other	0.525343189017946		
GBE_BIN_FC6001747	BIN_FC6001747_e_asian	Hair colour (natural, before greying) other	0.405948795180723		
GBE_BIN_FC6001747	BIN_FC6001747_african	Hair colour (natural, before greying) other	0.536859764840826		
GBE_BIN_FC6001747	BIN_FC6001747_test	Hair colour (natural, before greying) other	0.660386750300046	Diff R2 (full-covars) = 0.0297400397579758	age, sex Genotype PCs
GBE_BIN_FC6001747	BIN_FC6001747_non_british_white	Hair colour (natural, before greying) other	0.659646227131003	Diff R2 (full-covars) = 0.0193587662442468	age, sex Genotype PCs
GBE_BIN_FC6001747	BIN_FC6001747_s_asian	Hair colour (natural, before greying) other	0.772533068415473	Diff R2 (full-covars) = 0.00186704551769989	age, sex Genotype PCs
GBE_BIN_FC6001747	BIN_FC6001747_e_asian	Hair colour (natural, before greying) other	0.853388554216868	Diff R2 (full-covars) = -0.00248493975903619	age, sex Genotype PCs
GBE_BIN_FC6001747	BIN_FC6001747_african	Hair colour (natural, before greying) other	0.684155434470892	Diff R2 (full-covars) = 0.00247490679665774	age, sex Genotype PCs
GBE_HC95	HC95_test	Inflammatory bowel disease	0.595860813599423		
GBE_HC95	HC95_non_british_white	Inflammatory bowel disease	0.584749092009546		
GBE_HC95	HC95_s_asian	Inflammatory bowel disease	0.55447754996108		
GBE_HC95	HC95_e_asian	Inflammatory bowel disease	0.48687463213655		
GBE_HC95	HC95_african	Inflammatory bowel disease	0.521010679461377		
GBE_HC95	HC95_test	Inflammatory bowel disease	0.592829098800552	Diff R2 (full-covars) = 0.0669113321088219	age, sex Genotype PCs
GBE_HC95	HC95_non_british_white	Inflammatory bowel disease	0.634641589024811	Diff R2 (full-covars) = 0.0247292618061408	age, sex Genotype PCs
GBE_HC95	HC95_s_asian	Inflammatory bowel disease	0.669343368803502	Diff R2 (full-covars) = 0.00400311445626245	age, sex Genotype PCs
GBE_HC95	HC95_e_asian	Inflammatory bowel disease	0.894290759270159	Diff R2 (full-covars) = -0.00329605650382581	age, sex Genotype PCs
GBE_HC95	HC95_african	Inflammatory bowel disease	0.64250889955113	Diff R2 (full-covars) = 0.00245060104214445	age, sex Genotype PCs
GBE_HC151	HC151_test	Multiple sclerosis	0.658560974959299		
GBE_HC151	HC151_non_british_white	Multiple sclerosis	0.616272754887416		
GBE_HC151	HC151_s_asian	Multiple sclerosis	0.648747923853253		
GBE_HC151	HC151_african	Multiple sclerosis	0.359445519020001		
GBE_HC151	HC151_test	Multiple sclerosis	0.696882354168335	Diff R2 (full-covars) = 0.0855072226898396	age, sex Genotype PCs
GBE_HC151	HC151_non_british_white	Multiple sclerosis	0.656507194957734	Diff R2 (full-covars) = 0.0578577711649273	age, sex Genotype PCs
GBE_HC151	HC151_s_asian	Multiple sclerosis	0.973904433371663	Diff R2 (full-covars) = 0.0195477194327325	age, sex Genotype PCs
GBE_HC151	HC151_african	Multiple sclerosis	0.786028649118387	Diff R2 (full-covars) = -0.0444874274661462	age, sex Genotype PCs
GBE_HC26	HC26_test	Iritis	0.785816205386956		
GBE_HC26	HC26_non_british_white	Iritis	0.752873959032812		
GBE_HC26	HC26_s_asian	Iritis	0.490609428899962		
GBE_HC26	HC26_african	Iritis	0.663253259418951		
GBE_HC26	HC26_test	Iritis	0.816390517177267	Diff R2 (full-covars) = 0.248128663649013	age, sex Genotype PCs
GBE_HC26	HC26_non_british_white	Iritis	0.800762754179644	Diff R2 (full-covars) = 0.0663837187279328	age, sex Genotype PCs
GBE_HC26	HC26_s_asian	Iritis	0.961000383288616	Diff R2 (full-covars) = -0.000479110770410185	age, sex Genotype PCs
GBE_HC26	HC26_african	Iritis	0.921311980289498	Diff R2 (full-covars) = 0.00359306026075346	age, sex Genotype PCs
GBE_HC872	HC872_test	TTE other cataract	0.545926477511503		
GBE_HC872	HC872_non_british_white	TTE other cataract	0.54850008255379		
GBE_HC872	HC872_s_asian	TTE other cataract	0.528965932107208		
GBE_HC872	HC872_e_asian	TTE other cataract	0.508785946862944		
GBE_HC872	HC872_african	TTE other cataract	0.503261467537273		
GBE_HC872	HC872_test	TTE other cataract	0.723871231173762	Diff R2 (full-covars) = 0.00355860945123698	age, sex Genotype PCs
GBE_HC872	HC872_non_british_white	TTE other cataract	0.75265455752231	Diff R2 (full-covars) = 0.00345047726922365	age, sex Genotype PCs
GBE_HC872	HC872_s_asian	TTE other cataract	0.798205408961397	Diff R2 (full-covars) = 0.00152255758858155	age, sex Genotype PCs
GBE_HC872	HC872_e_asian	TTE other cataract	0.815973951350316	Diff R2 (full-covars) = 0.00031192710756478	age, sex Genotype PCs
GBE_HC872	HC872_african	TTE other cataract	0.813960017969438	Diff R2 (full-covars) = 5.07492876961058e-05	age, sex Genotype PCs
GBE_HC810	HC810_test	TTE multiple sclerosis	0.646882445620094		
GBE_HC810	HC810_non_british_white	TTE multiple sclerosis	0.616005051125054		
GBE_HC810	HC810_s_asian	TTE multiple sclerosis	0.556286736519303		
GBE_HC810	HC810_e_asian	TTE multiple sclerosis	0.775689958896066		
GBE_HC810	HC810_african	TTE multiple sclerosis	0.399742996658964		
GBE_HC810	HC810_test	TTE multiple sclerosis	0.689607879100825	Diff R2 (full-covars) = 0.0730746056490408	age, sex Genotype PCs
GBE_HC810	HC810_non_british_white	TTE multiple sclerosis	0.655469070627986	Diff R2 (full-covars) = 0.0556763772207719	age, sex Genotype PCs
GBE_HC810	HC810_s_asian	TTE multiple sclerosis	0.975951955021723	Diff R2 (full-covars) = 0.0164835164835189	age, sex Genotype PCs
GBE_HC810	HC810_e_asian	TTE multiple sclerosis	0.798590722254844	Diff R2 (full-covars) = 0	age, sex Genotype PCs
GBE_HC810	HC810_african	TTE multiple sclerosis	0.803302492932415	Diff R2 (full-covars) = -0.0350938062194772	age, sex Genotype PCs
GBE_BIN_FC20001757	BIN_FC20001757_test	Facial ageing (Older than you are)	0.58021059276849		
GBE_BIN_FC20001757	BIN_FC20001757_non_british_white	Facial ageing (Older than you are)	0.610400554596431		
GBE_BIN_FC20001757	BIN_FC20001757_s_asian	Facial ageing (Older than you are)	0.530085600562801		
GBE_BIN_FC20001757	BIN_FC20001757_e_asian	Facial ageing (Older than you are)	0.527931701030924		
GBE_BIN_FC20001757	BIN_FC20001757_african	Facial ageing (Older than you are)	0.486964555780126		
GBE_BIN_FC20001757	BIN_FC20001757_test	Facial ageing (Older than you are)	0.733457539300915	Diff R2 (full-covars) = 0.00900495227621834	age, sex Genotype PCs
GBE_BIN_FC20001757	BIN_FC20001757_non_british_white	Facial ageing (Older than you are)	0.751225994224892	Diff R2 (full-covars) = 0.00675713871021044	age, sex Genotype PCs
GBE_BIN_FC20001757	BIN_FC20001757_s_asian	Facial ageing (Older than you are)	0.676774790696364	Diff R2 (full-covars) = 0.00162636410367911	age, sex Genotype PCs
GBE_BIN_FC20001757	BIN_FC20001757_e_asian	Facial ageing (Older than you are)	0.801208118556685	Diff R2 (full-covars) = 0.00575064432990113	age, sex Genotype PCs
GBE_BIN_FC20001757	BIN_FC20001757_african	Facial ageing (Older than you are)	0.720804434790642	Diff R2 (full-covars) = -0.000710058509933553	age, sex Genotype PCs
GBE_BIN_FC3006144	BIN_FC3006144_test	Never eat wheat	0.550774123642699		
GBE_BIN_FC3006144	BIN_FC3006144_non_british_white	Never eat wheat	0.565613348290348		
GBE_BIN_FC3006144	BIN_FC3006144_s_asian	Never eat wheat	0.536682899923318		
GBE_BIN_FC3006144	BIN_FC3006144_e_asian	Never eat wheat	0.562987825691205		
GBE_BIN_FC3006144	BIN_FC3006144_african	Never eat wheat	0.492240080145509		
GBE_BIN_FC3006144	BIN_FC3006144_test	Never eat wheat	0.582328531025775	Diff R2 (full-covars) = 0.0186837031819628	age, sex Genotype PCs
GBE_BIN_FC3006144	BIN_FC3006144_non_british_white	Never eat wheat	0.624264753649986	Diff R2 (full-covars) = 0.0217847228343721	age, sex Genotype PCs
GBE_BIN_FC3006144	BIN_FC3006144_s_asian	Never eat wheat	0.597640732533722	Diff R2 (full-covars) = 0.00592651600615757	age, sex Genotype PCs
GBE_BIN_FC3006144	BIN_FC3006144_e_asian	Never eat wheat	0.648879280919332	Diff R2 (full-covars) = 0.00385709409488899	age, sex Genotype PCs
GBE_BIN_FC3006144	BIN_FC3006144_african	Never eat wheat	0.557846054003041	Diff R2 (full-covars) = -0.0099822466965056	age, sex Genotype PCs
GBE_HC261	HC261_test	Eczema/dermatitis	0.555601040391546		
GBE_HC261	HC261_non_british_white	Eczema/dermatitis	0.545965988647427		
GBE_HC261	HC261_s_asian	Eczema/dermatitis	0.516860605113989		
GBE_HC261	HC261_e_asian	Eczema/dermatitis	0.586635586635592		
GBE_HC261	HC261_african	Eczema/dermatitis	0.527777833591196		
GBE_HC261	HC261_test	Eczema/dermatitis	0.570389016957268	Diff R2 (full-covars) = 0.0253928189318973	age, sex Genotype PCs
GBE_HC261	HC261_non_british_white	Eczema/dermatitis	0.563810966820878	Diff R2 (full-covars) = 0.0132312605720122	age, sex Genotype PCs
GBE_HC261	HC261_s_asian	Eczema/dermatitis	0.561061867232428	Diff R2 (full-covars) = -0.00120343796030642	age, sex Genotype PCs
GBE_HC261	HC261_e_asian	Eczema/dermatitis	0.595876345876347	Diff R2 (full-covars) = 0.0243182743182717	age, sex Genotype PCs
GBE_HC261	HC261_african	Eczema/dermatitis	0.628557937672036	Diff R2 (full-covars) = 0.00187466093348743	age, sex Genotype PCs
GBE_FH1002	FH1002_test	Breast cancer (FH)	0.527004349893987		
GBE_FH1002	FH1002_non_british_white	Breast cancer (FH)	0.523526769763086		
GBE_FH1002	FH1002_s_asian	Breast cancer (FH)	0.522207570130241		
GBE_FH1002	FH1002_e_asian	Breast cancer (FH)	0.567337574643259		
GBE_FH1002	FH1002_african	Breast cancer (FH)	0.508659023129753		
GBE_FH1002	FH1002_test	Breast cancer (FH)	0.573904954945463	Diff R2 (full-covars) = 0.00513393471551427	age, sex Genotype PCs
GBE_FH1002	FH1002_non_british_white	Breast cancer (FH)	0.579166846795889	Diff R2 (full-covars) = 0.00311357698610093	age, sex Genotype PCs
GBE_FH1002	FH1002_s_asian	Breast cancer (FH)	0.60464066686873	Diff R2 (full-covars) = 0.002609178191051	age, sex Genotype PCs
GBE_FH1002	FH1002_e_asian	Breast cancer (FH)	0.608646414682958	Diff R2 (full-covars) = 0.0145592996957331	age, sex Genotype PCs
GBE_FH1002	FH1002_african	Breast cancer (FH)	0.578820906853002	Diff R2 (full-covars) = 0.00261860671133851	age, sex Genotype PCs
GBE_BIN_FC50001468	BIN_FC50001468_test	Cereal type: Other (e.g. Cornflakes, Frosties)	0.52827977161121		
GBE_BIN_FC50001468	BIN_FC50001468_non_british_white	Cereal type: Other (e.g. Cornflakes, Frosties)	0.530424503619891		
GBE_BIN_FC50001468	BIN_FC50001468_s_asian	Cereal type: Other (e.g. Cornflakes, Frosties)	0.525134583881443		
GBE_BIN_FC50001468	BIN_FC50001468_e_asian	Cereal type: Other (e.g. Cornflakes, Frosties)	0.510604074824258		
GBE_BIN_FC50001468	BIN_FC50001468_african	Cereal type: Other (e.g. Cornflakes, Frosties)	0.498166397214784		
GBE_BIN_FC50001468	BIN_FC50001468_test	Cereal type: Other (e.g. Cornflakes, Frosties)	0.586480572827191	Diff R2 (full-covars) = 0.00515568777816655	age, sex Genotype PCs
GBE_BIN_FC50001468	BIN_FC50001468_non_british_white	Cereal type: Other (e.g. Cornflakes, Frosties)	0.603059010539411	Diff R2 (full-covars) = 0.00362022766844006	age, sex Genotype PCs
GBE_BIN_FC50001468	BIN_FC50001468_s_asian	Cereal type: Other (e.g. Cornflakes, Frosties)	0.599959852622106	Diff R2 (full-covars) = 0.00228735651820611	age, sex Genotype PCs
GBE_BIN_FC50001468	BIN_FC50001468_e_asian	Cereal type: Other (e.g. Cornflakes, Frosties)	0.643029905873944	Diff R2 (full-covars) = -0.00285952579530346	age, sex Genotype PCs
GBE_BIN_FC50001468	BIN_FC50001468_african	Cereal type: Other (e.g. Cornflakes, Frosties)	0.61741388090253	Diff R2 (full-covars) = -0.00158627486034846	age, sex Genotype PCs
GBE_HC156	HC156_test	Nasal polyps	0.586210538617044		
GBE_HC156	HC156_non_british_white	Nasal polyps	0.587790256342722		
GBE_HC156	HC156_s_asian	Nasal polyps	0.579024927883294		
GBE_HC156	HC156_e_asian	Nasal polyps	0.622509799710048		
GBE_HC156	HC156_african	Nasal polyps	0.496685767384231		
GBE_HC156	HC156_test	Nasal polyps	0.64826767122705	Diff R2 (full-covars) = 0.0226939122914497	age, sex Genotype PCs
GBE_HC156	HC156_non_british_white	Nasal polyps	0.631291770931812	Diff R2 (full-covars) = 0.0253045341889804	age, sex Genotype PCs
GBE_HC156	HC156_s_asian	Nasal polyps	0.633198171229512	Diff R2 (full-covars) = 0.0113427311816368	age, sex Genotype PCs
GBE_HC156	HC156_e_asian	Nasal polyps	0.699672448048117	Diff R2 (full-covars) = 0	age, sex Genotype PCs
GBE_HC156	HC156_african	Nasal polyps	0.65826622270404	Diff R2 (full-covars) = -0.00543596097256616	age, sex Genotype PCs
GBE_HC1211	HC1211_test	TTE seropositive rheumatoid arthritis	0.707198597002918		
GBE_HC1211	HC1211_non_british_white	TTE seropositive rheumatoid arthritis	0.7316417400394		
GBE_HC1211	HC1211_s_asian	TTE seropositive rheumatoid arthritis	0.506260932633645		
GBE_HC1211	HC1211_e_asian	TTE seropositive rheumatoid arthritis	0.544333529066353		
GBE_HC1211	HC1211_african	TTE seropositive rheumatoid arthritis	0.392729513247073		
GBE_HC1211	HC1211_test	TTE seropositive rheumatoid arthritis	0.736327763481196	Diff R2 (full-covars) = 0.0927209873674775	age, sex Genotype PCs
GBE_HC1211	HC1211_non_british_white	TTE seropositive rheumatoid arthritis	0.766322920435802	Diff R2 (full-covars) = 0.0429858682105203	age, sex Genotype PCs
GBE_HC1211	HC1211_s_asian	TTE seropositive rheumatoid arthritis	0.768654806092405	Diff R2 (full-covars) = -0.00730975439795301	age, sex Genotype PCs
GBE_HC1211	HC1211_e_asian	TTE seropositive rheumatoid arthritis	0.954198473282443	Diff R2 (full-covars) = -0.00704638872577812	age, sex Genotype PCs
GBE_HC1211	HC1211_african	TTE seropositive rheumatoid arthritis	0.903450400492912	Diff R2 (full-covars) = -0.00668515095502242	age, sex Genotype PCs
GBE_HC710	HC710_test	TTE dementia in alzheimer's disease	0.752734148785913		
GBE_HC710	HC710_non_british_white	TTE dementia in alzheimer's disease	0.666085311133273		
GBE_HC710	HC710_s_asian	TTE dementia in alzheimer's disease	0.678487752928651		
GBE_HC710	HC710_african	TTE dementia in alzheimer's disease	0.741404805914967		
GBE_HC710	HC710_test	TTE dementia in alzheimer's disease	0.892008315390851	Diff R2 (full-covars) = 0.0543717053976542	age, sex Genotype PCs
GBE_HC710	HC710_non_british_white	TTE dementia in alzheimer's disease	0.879121222677934	Diff R2 (full-covars) = 0.0239420222537354	age, sex Genotype PCs
GBE_HC710	HC710_s_asian	TTE dementia in alzheimer's disease	0.958402555910543	Diff R2 (full-covars) = 0.0130990415335461	age, sex Genotype PCs
GBE_HC710	HC710_african	TTE dementia in alzheimer's disease	0.985150955021565	Diff R2 (full-covars) = 0.00807147258163898	age, sex Genotype PCs
GBE_BIN_FC40020489	BIN_FC40020489_test	Often felt loved as a child	0.546451038680838		
GBE_BIN_FC40020489	BIN_FC40020489_non_british_white	Often felt loved as a child	0.552565774054686		
GBE_BIN_FC40020489	BIN_FC40020489_s_asian	Often felt loved as a child	0.512436628643853		
GBE_BIN_FC40020489	BIN_FC40020489_e_asian	Often felt loved as a child	0.466116370353267		
GBE_BIN_FC40020489	BIN_FC40020489_african	Often felt loved as a child	0.507195024344694		
GBE_BIN_FC40020489	BIN_FC40020489_test	Often felt loved as a child	0.549159530212345	Diff R2 (full-covars) = 0.0367775685697715	age, sex Genotype PCs
GBE_BIN_FC40020489	BIN_FC40020489_non_british_white	Often felt loved as a child	0.558123917080419	Diff R2 (full-covars) = 0.0303474183289281	age, sex Genotype PCs
GBE_BIN_FC40020489	BIN_FC40020489_s_asian	Often felt loved as a child	0.565560548450282	Diff R2 (full-covars) = -0.0276385528286669	age, sex Genotype PCs
GBE_BIN_FC40020489	BIN_FC40020489_e_asian	Often felt loved as a child	0.653775109674441	Diff R2 (full-covars) = -0.0353844377741854	age, sex Genotype PCs
GBE_BIN_FC40020489	BIN_FC40020489_african	Often felt loved as a child	0.611810511572067	Diff R2 (full-covars) = -0.029030214099913	age, sex Genotype PCs
GBE_BIN_FC10001538	BIN_FC10001538_test	Major dietary changes in the last 5 years becuase of illness	0.532766365750074		
