associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_INI30130	INI30130_e_asian	Monocyte count		0.04025 [0.02200, 0.05850]		
GBE_INI30130	INI30130_e_asian	Monocyte count		0.10427 [0.07686, 0.13168]	Incremental R2 (full-covars) = 0.03555	age, sex, UKB array type, Genotype PCs
GBE_INI30130	INI30130_african	Monocyte count		0.01659 [0.01043, 0.02274]		
GBE_INI30130	INI30130_african	Monocyte count		0.02543 [0.01787, 0.03298]	Incremental R2 (full-covars) = 0.01339	age, sex, UKB array type, Genotype PCs
GBE_INI30140	INI30140_test	Neutrophill count		0.08935 [0.08524, 0.09346]		
GBE_INI30140	INI30140_test	Neutrophill count		0.09385 [0.08966, 0.09804]	Incremental R2 (full-covars) = 0.08871	age, sex, UKB array type, Genotype PCs
GBE_INI30140	INI30140_non_british_white	Neutrophill count		0.08282 [0.07627, 0.08938]		
GBE_INI30140	INI30140_non_british_white	Neutrophill count		0.08794 [0.08123, 0.09466]	Incremental R2 (full-covars) = 0.07899	age, sex, UKB array type, Genotype PCs
GBE_INI30140	INI30140_s_asian	Neutrophill count		0.06762 [0.05688, 0.07835]		
GBE_INI30140	INI30140_s_asian	Neutrophill count		0.07553 [0.06428, 0.08677]	Incremental R2 (full-covars) = 0.06710	age, sex, UKB array type, Genotype PCs
GBE_INI30140	INI30140_e_asian	Neutrophill count		0.03540 [0.01820, 0.05260]		
GBE_INI30140	INI30140_e_asian	Neutrophill count		0.05754 [0.03611, 0.07896]	Incremental R2 (full-covars) = 0.03700	age, sex, UKB array type, Genotype PCs
GBE_INI30140	INI30140_african	Neutrophill count		0.01221 [0.00691, 0.01752]		
GBE_INI30140	INI30140_african	Neutrophill count		0.06347 [0.05200, 0.07494]	Incremental R2 (full-covars) = 0.00644	age, sex, UKB array type, Genotype PCs
GBE_INI30150	INI30150_test	Eosinophill count		0.09398 [0.08978, 0.09817]		
GBE_INI30150	INI30150_test	Eosinophill count		0.10264 [0.09830, 0.10698]	Incremental R2 (full-covars) = 0.09343	age, sex, UKB array type, Genotype PCs
GBE_INI30150	INI30150_non_british_white	Eosinophill count		0.09390 [0.08701, 0.10080]		
GBE_INI30150	INI30150_non_british_white	Eosinophill count		0.10592 [0.09869, 0.11315]	Incremental R2 (full-covars) = 0.08944	age, sex, UKB array type, Genotype PCs
GBE_INI30150	INI30150_s_asian	Eosinophill count		0.05348 [0.04379, 0.06318]		
GBE_INI30150	INI30150_s_asian	Eosinophill count		0.06486 [0.05432, 0.07541]	Incremental R2 (full-covars) = 0.05229	age, sex, UKB array type, Genotype PCs
GBE_INI30150	INI30150_e_asian	Eosinophill count		0.02686 [0.01175, 0.04197]		
GBE_INI30150	INI30150_e_asian	Eosinophill count		0.07017 [0.04683, 0.09352]	Incremental R2 (full-covars) = 0.02406	age, sex, UKB array type, Genotype PCs
GBE_INI30150	INI30150_african	Eosinophill count		0.01483 [0.00900, 0.02067]		
GBE_INI30150	INI30150_african	Eosinophill count		0.02165 [0.01465, 0.02865]	Incremental R2 (full-covars) = 0.01273	age, sex, UKB array type, Genotype PCs
GBE_INI30160	INI30160_test	Basophill count		0.01475 [0.01294, 0.01655]		
GBE_INI30160	INI30160_test	Basophill count		0.01717 [0.01523, 0.01911]	Incremental R2 (full-covars) = 0.01451	age, sex, UKB array type, Genotype PCs
GBE_INI30160	INI30160_non_british_white	Basophill count		0.01602 [0.01293, 0.01911]		
GBE_INI30160	INI30160_non_british_white	Basophill count		0.01903 [0.01567, 0.02240]	Incremental R2 (full-covars) = 0.01496	age, sex, UKB array type, Genotype PCs
GBE_INI30160	INI30160_s_asian	Basophill count		0.01266 [0.00775, 0.01758]		
GBE_INI30160	INI30160_s_asian	Basophill count		0.01814 [0.01228, 0.02399]	Incremental R2 (full-covars) = 0.01206	age, sex, UKB array type, Genotype PCs
GBE_INI30160	INI30160_e_asian	Basophill count		0.00963 [0.00042, 0.01883]		
GBE_INI30160	INI30160_e_asian	Basophill count		0.01746 [0.00516, 0.02976]	Incremental R2 (full-covars) = 0.00946	age, sex, UKB array type, Genotype PCs
GBE_INI30160	INI30160_african	Basophill count		0.00175 [-0.00028, 0.00379]		
GBE_INI30160	INI30160_african	Basophill count		0.00910 [0.00450, 0.01369]	Incremental R2 (full-covars) = 0.00051	age, sex, UKB array type, Genotype PCs
GBE_INI30180	INI30180_test	Lymphocyte %		0.08835 [0.08426, 0.09245]		
GBE_INI30180	INI30180_test	Lymphocyte %		0.10838 [0.10395, 0.11281]	Incremental R2 (full-covars) = 0.08842	age, sex, UKB array type, Genotype PCs
GBE_INI30180	INI30180_non_british_white	Lymphocyte %		0.08400 [0.07740, 0.09059]		
GBE_INI30180	INI30180_non_british_white	Lymphocyte %		0.09934 [0.09229, 0.10639]	Incremental R2 (full-covars) = 0.08221	age, sex, UKB array type, Genotype PCs
GBE_INI30180	INI30180_s_asian	Lymphocyte %		0.05171 [0.04216, 0.06126]		
GBE_INI30180	INI30180_s_asian	Lymphocyte %		0.05905 [0.04893, 0.06918]	Incremental R2 (full-covars) = 0.05259	age, sex, UKB array type, Genotype PCs
GBE_INI30180	INI30180_e_asian	Lymphocyte %		0.03886 [0.02091, 0.05682]		
GBE_INI30180	INI30180_e_asian	Lymphocyte %		0.08102 [0.05624, 0.10581]	Incremental R2 (full-covars) = 0.04011	age, sex, UKB array type, Genotype PCs
GBE_INI30180	INI30180_african	Lymphocyte %		0.02018 [0.01341, 0.02694]		
GBE_INI30180	INI30180_african	Lymphocyte %		0.03982 [0.03051, 0.04913]	Incremental R2 (full-covars) = 0.01769	age, sex, UKB array type, Genotype PCs
GBE_INI30190	INI30190_test	Monocyte %		0.08574 [0.08170, 0.08978]		
GBE_INI30190	INI30190_test	Monocyte %		0.12757 [0.12287, 0.13228]	Incremental R2 (full-covars) = 0.08527	age, sex, UKB array type, Genotype PCs
GBE_INI30190	INI30190_non_british_white	Monocyte %		0.08169 [0.07518, 0.08821]		
GBE_INI30190	INI30190_non_british_white	Monocyte %		0.12442 [0.11675, 0.13209]	Incremental R2 (full-covars) = 0.08036	age, sex, UKB array type, Genotype PCs
GBE_INI30190	INI30190_s_asian	Monocyte %		0.05423 [0.04448, 0.06398]		
GBE_INI30190	INI30190_s_asian	Monocyte %		0.12434 [0.11066, 0.13801]	Incremental R2 (full-covars) = 0.05529	age, sex, UKB array type, Genotype PCs
GBE_INI30190	INI30190_e_asian	Monocyte %		0.04808 [0.02830, 0.06786]		
GBE_INI30190	INI30190_e_asian	Monocyte %		0.10068 [0.07364, 0.12772]	Incremental R2 (full-covars) = 0.04628	age, sex, UKB array type, Genotype PCs
GBE_INI30190	INI30190_african	Monocyte %		0.01162 [0.00644, 0.01680]		
GBE_INI30190	INI30190_african	Monocyte %		0.03107 [0.02277, 0.03938]	Incremental R2 (full-covars) = 0.01068	age, sex, UKB array type, Genotype PCs
GBE_INI30200	INI30200_test	Neutrophill %		0.07934 [0.07542, 0.08325]		
GBE_INI30200	INI30200_test	Neutrophill %		0.08175 [0.07779, 0.08572]	Incremental R2 (full-covars) = 0.07935	age, sex, UKB array type, Genotype PCs
GBE_INI30200	INI30200_non_british_white	Neutrophill %		0.07289 [0.06667, 0.07910]		
GBE_INI30200	INI30200_non_british_white	Neutrophill %		0.07418 [0.06792, 0.08044]	Incremental R2 (full-covars) = 0.07151	age, sex, UKB array type, Genotype PCs
GBE_INI30200	INI30200_s_asian	Neutrophill %		0.04441 [0.03549, 0.05333]		
GBE_INI30200	INI30200_s_asian	Neutrophill %		0.05036 [0.04093, 0.05980]	Incremental R2 (full-covars) = 0.04554	age, sex, UKB array type, Genotype PCs
GBE_INI30200	INI30200_e_asian	Neutrophill %		0.04564 [0.02632, 0.06496]		
GBE_INI30200	INI30200_e_asian	Neutrophill %		0.07662 [0.05240, 0.10084]	Incremental R2 (full-covars) = 0.04345	age, sex, UKB array type, Genotype PCs
GBE_INI30200	INI30200_african	Neutrophill %		0.01383 [0.00819, 0.01946]		
GBE_INI30200	INI30200_african	Neutrophill %		0.04156 [0.03206, 0.05106]	Incremental R2 (full-covars) = 0.01344	age, sex, UKB array type, Genotype PCs
GBE_INI30210	INI30210_test	Eosinophill %		0.09594 [0.09171, 0.10016]		
GBE_INI30210	INI30210_test	Eosinophill %		0.10364 [0.09929, 0.10800]	Incremental R2 (full-covars) = 0.09566	age, sex, UKB array type, Genotype PCs
GBE_INI30210	INI30210_non_british_white	Eosinophill %		0.09579 [0.08884, 0.10274]		
GBE_INI30210	INI30210_non_british_white	Eosinophill %		0.10724 [0.09998, 0.11450]	Incremental R2 (full-covars) = 0.09158	age, sex, UKB array type, Genotype PCs
GBE_INI30210	INI30210_s_asian	Eosinophill %		0.06258 [0.05219, 0.07296]		
GBE_INI30210	INI30210_s_asian	Eosinophill %		0.08004 [0.06852, 0.09157]	Incremental R2 (full-covars) = 0.06180	age, sex, UKB array type, Genotype PCs
GBE_INI30210	INI30210_e_asian	Eosinophill %		0.03326 [0.01655, 0.04996]		
GBE_INI30210	INI30210_e_asian	Eosinophill %		0.06780 [0.04480, 0.09080]	Incremental R2 (full-covars) = 0.03179	age, sex, UKB array type, Genotype PCs
GBE_INI30210	INI30210_african	Eosinophill %		0.01502 [0.00915, 0.02088]		
GBE_INI30210	INI30210_african	Eosinophill %		0.02749 [0.01965, 0.03533]	Incremental R2 (full-covars) = 0.01358	age, sex, UKB array type, Genotype PCs
GBE_INI30220	INI30220_test	Basophill %		0.01504 [0.01321, 0.01686]		
GBE_INI30220	INI30220_test	Basophill %		0.01674 [0.01482, 0.01866]	Incremental R2 (full-covars) = 0.01485	age, sex, UKB array type, Genotype PCs
GBE_INI30220	INI30220_non_british_white	Basophill %		0.01520 [0.01219, 0.01822]		
GBE_INI30220	INI30220_non_british_white	Basophill %		0.01922 [0.01584, 0.02260]	Incremental R2 (full-covars) = 0.01406	age, sex, UKB array type, Genotype PCs
GBE_INI30220	INI30220_s_asian	Basophill %		0.01253 [0.00763, 0.01742]		
GBE_INI30220	INI30220_s_asian	Basophill %		0.01668 [0.01106, 0.02230]	Incremental R2 (full-covars) = 0.01178	age, sex, UKB array type, Genotype PCs
GBE_INI30220	INI30220_e_asian	Basophill %		0.00896 [0.00007, 0.01786]		
GBE_INI30220	INI30220_e_asian	Basophill %		0.01523 [0.00371, 0.02675]	Incremental R2 (full-covars) = 0.00867	age, sex, UKB array type, Genotype PCs
GBE_INI30220	INI30220_african	Basophill %		0.00249 [0.00007, 0.00491]		
GBE_INI30220	INI30220_african	Basophill %		0.00639 [0.00253, 0.01025]	Incremental R2 (full-covars) = 0.00238	age, sex, UKB array type, Genotype PCs
GBE_INI30240	INI30240_test	Reticulocyte %		0.02826 [0.02580, 0.03073]		
GBE_INI30240	INI30240_test	Reticulocyte %		0.02928 [0.02677, 0.03179]	Incremental R2 (full-covars) = 0.02823	age, sex, UKB array type, Genotype PCs
GBE_INI30240	INI30240_non_british_white	Reticulocyte %		0.02905 [0.02494, 0.03316]		
GBE_INI30240	INI30240_non_british_white	Reticulocyte %		0.03180 [0.02751, 0.03609]	Incremental R2 (full-covars) = 0.02883	age, sex, UKB array type, Genotype PCs
GBE_INI30240	INI30240_s_asian	Reticulocyte %		0.02784 [0.02066, 0.03502]		
GBE_INI30240	INI30240_s_asian	Reticulocyte %		0.03312 [0.02533, 0.04091]	Incremental R2 (full-covars) = 0.02678	age, sex, UKB array type, Genotype PCs
GBE_INI30240	INI30240_e_asian	Reticulocyte %		0.03842 [0.02056, 0.05628]		
GBE_INI30240	INI30240_e_asian	Reticulocyte %		0.05032 [0.03013, 0.07050]	Incremental R2 (full-covars) = 0.03871	age, sex, UKB array type, Genotype PCs
GBE_INI30240	INI30240_african	Reticulocyte %		0.01384 [0.00820, 0.01948]		
GBE_INI30240	INI30240_african	Reticulocyte %		0.01993 [0.01321, 0.02666]	Incremental R2 (full-covars) = 0.01309	age, sex, UKB array type, Genotype PCs
GBE_INI30250	INI30250_test	Reticulocyte count		0.03966 [0.03677, 0.04254]		
GBE_INI30250	INI30250_test	Reticulocyte count		0.05180 [0.04854, 0.05506]	Incremental R2 (full-covars) = 0.03968	age, sex, UKB array type, Genotype PCs
GBE_INI30250	INI30250_non_british_white	Reticulocyte count		0.03007 [0.02589, 0.03425]		
GBE_INI30250	INI30250_non_british_white	Reticulocyte count		0.04398 [0.03900, 0.04896]	Incremental R2 (full-covars) = 0.02980	age, sex, UKB array type, Genotype PCs
GBE_INI30250	INI30250_s_asian	Reticulocyte count		0.03212 [0.02444, 0.03980]		
GBE_INI30250	INI30250_s_asian	Reticulocyte count		0.05148 [0.04195, 0.06101]	Incremental R2 (full-covars) = 0.03077	age, sex, UKB array type, Genotype PCs
GBE_INI30250	INI30250_e_asian	Reticulocyte count		0.04535 [0.02608, 0.06461]		
GBE_INI30250	INI30250_e_asian	Reticulocyte count		0.07592 [0.05179, 0.10005]	Incremental R2 (full-covars) = 0.04581	age, sex, UKB array type, Genotype PCs
GBE_INI30250	INI30250_african	Reticulocyte count		0.01388 [0.00823, 0.01953]		
GBE_INI30250	INI30250_african	Reticulocyte count		0.03089 [0.02261, 0.03917]	Incremental R2 (full-covars) = 0.01205	age, sex, UKB array type, Genotype PCs
GBE_INI30260	INI30260_test	Mean reticulocyte volume		0.14631 [0.14138, 0.15124]		
GBE_INI30260	INI30260_test	Mean reticulocyte volume		0.15675 [0.15171, 0.16179]	Incremental R2 (full-covars) = 0.14554	age, sex, UKB array type, Genotype PCs
GBE_INI30260	INI30260_non_british_white	Mean reticulocyte volume		0.14550 [0.13740, 0.15359]		
GBE_INI30260	INI30260_non_british_white	Mean reticulocyte volume		0.16160 [0.15323, 0.16997]	Incremental R2 (full-covars) = 0.14435	age, sex, UKB array type, Genotype PCs
GBE_INI30260	INI30260_s_asian	Mean reticulocyte volume		0.09786 [0.08537, 0.11036]		
GBE_INI30260	INI30260_s_asian	Mean reticulocyte volume		0.13294 [0.11894, 0.14694]	Incremental R2 (full-covars) = 0.09343	age, sex, UKB array type, Genotype PCs
GBE_INI30260	INI30260_e_asian	Mean reticulocyte volume		0.07447 [0.05053, 0.09840]		
GBE_INI30260	INI30260_e_asian	Mean reticulocyte volume		0.08812 [0.06247, 0.11377]	Incremental R2 (full-covars) = 0.07173	age, sex, UKB array type, Genotype PCs
GBE_INI30260	INI30260_african	Mean reticulocyte volume		0.02867 [0.02068, 0.03667]		
GBE_INI30260	INI30260_african	Mean reticulocyte volume		0.03718 [0.02815, 0.04620]	Incremental R2 (full-covars) = 0.02777	age, sex, UKB array type, Genotype PCs
GBE_INI30280	INI30280_test	Immature reticulocyte fraction		0.09063 [0.08650, 0.09477]		
GBE_INI30280	INI30280_test	Immature reticulocyte fraction		0.09976 [0.09547, 0.10405]	Incremental R2 (full-covars) = 0.09020	age, sex, UKB array type, Genotype PCs
GBE_INI30280	INI30280_non_british_white	Immature reticulocyte fraction		0.09045 [0.08366, 0.09725]		
GBE_INI30280	INI30280_non_british_white	Immature reticulocyte fraction		0.10073 [0.09364, 0.10782]	Incremental R2 (full-covars) = 0.08989	age, sex, UKB array type, Genotype PCs
GBE_INI30280	INI30280_s_asian	Immature reticulocyte fraction		0.06252 [0.05214, 0.07290]		
GBE_INI30280	INI30280_s_asian	Immature reticulocyte fraction		0.07122 [0.06025, 0.08220]	Incremental R2 (full-covars) = 0.05964	age, sex, UKB array type, Genotype PCs
GBE_INI30280	INI30280_e_asian	Immature reticulocyte fraction		0.03394 [0.01708, 0.05081]		
GBE_INI30280	INI30280_e_asian	Immature reticulocyte fraction		0.04983 [0.02973, 0.06992]	Incremental R2 (full-covars) = 0.02998	age, sex, UKB array type, Genotype PCs
GBE_INI30280	INI30280_african	Immature reticulocyte fraction		0.01953 [0.01287, 0.02619]		
GBE_INI30280	INI30280_african	Immature reticulocyte fraction		0.03195 [0.02354, 0.04036]	Incremental R2 (full-covars) = 0.01989	age, sex, UKB array type, Genotype PCs
GBE_INI30290	INI30290_test	High light scatter reticulocyte %		0.01600 [0.01412, 0.01788]		
GBE_INI30290	INI30290_test	High light scatter reticulocyte %		0.01671 [0.01480, 0.01863]	Incremental R2 (full-covars) = 0.01605	age, sex, UKB array type, Genotype PCs
GBE_INI30290	INI30290_non_british_white	High light scatter reticulocyte %		0.07863 [0.07222, 0.08505]		
GBE_INI30290	INI30290_non_british_white	High light scatter reticulocyte %		0.08594 [0.07929, 0.09260]	Incremental R2 (full-covars) = 0.07798	age, sex, UKB array type, Genotype PCs
GBE_INI30290	INI30290_s_asian	High light scatter reticulocyte %		0.06609 [0.05546, 0.07672]		
GBE_INI30290	INI30290_s_asian	High light scatter reticulocyte %		0.07357 [0.06245, 0.08470]	Incremental R2 (full-covars) = 0.06049	age, sex, UKB array type, Genotype PCs
GBE_INI30290	INI30290_e_asian	High light scatter reticulocyte %		0.04876 [0.02885, 0.06866]		
GBE_INI30290	INI30290_e_asian	High light scatter reticulocyte %		0.05671 [0.03542, 0.07799]	Incremental R2 (full-covars) = 0.04573	age, sex, UKB array type, Genotype PCs
GBE_INI30290	INI30290_african	High light scatter reticulocyte %		0.01997 [0.01324, 0.02670]		
GBE_INI30290	INI30290_african	High light scatter reticulocyte %		0.02767 [0.01980, 0.03553]	Incremental R2 (full-covars) = 0.01965	age, sex, UKB array type, Genotype PCs
GBE_INI30300	INI30300_test	High light scatter reticulocyte count		0.11130 [0.10683, 0.11578]		
GBE_INI30300	INI30300_test	High light scatter reticulocyte count		0.12733 [0.12263, 0.13203]	Incremental R2 (full-covars) = 0.11178	age, sex, UKB array type, Genotype PCs
GBE_INI30300	INI30300_non_british_white	High light scatter reticulocyte count		0.09553 [0.08859, 0.10247]		
GBE_INI30300	INI30300_non_british_white	High light scatter reticulocyte count		0.11600 [0.10853, 0.12348]	Incremental R2 (full-covars) = 0.09413	age, sex, UKB array type, Genotype PCs
GBE_INI30300	INI30300_s_asian	High light scatter reticulocyte count		0.07659 [0.06528, 0.08791]		
GBE_INI30300	INI30300_s_asian	High light scatter reticulocyte count		0.09799 [0.08549, 0.11050]	Incremental R2 (full-covars) = 0.07113	age, sex, UKB array type, Genotype PCs
GBE_INI30300	INI30300_e_asian	High light scatter reticulocyte count		0.06306 [0.04077, 0.08536]		
GBE_INI30300	INI30300_e_asian	High light scatter reticulocyte count		0.08784 [0.06222, 0.11346]	Incremental R2 (full-covars) = 0.06019	age, sex, UKB array type, Genotype PCs
GBE_INI30300	INI30300_african	High light scatter reticulocyte count		0.02166 [0.01466, 0.02866]		
GBE_INI30300	INI30300_african	High light scatter reticulocyte count		0.03376 [0.02514, 0.04239]	Incremental R2 (full-covars) = 0.02097	age, sex, UKB array type, Genotype PCs
GBE_INI3143	INI3143_test	Ankle spacing width		0.10609 [0.10169, 0.11048]		
GBE_INI3143	INI3143_test	Ankle spacing width		0.36778 [0.36200, 0.37357]	Incremental R2 (full-covars) = 0.10741	age, sex, UKB array type, Genotype PCs
GBE_INI3143	INI3143_non_british_white	Ankle spacing width		0.09768 [0.09068, 0.10468]		
GBE_INI3143	INI3143_non_british_white	Ankle spacing width		0.39626 [0.38682, 0.40570]	Incremental R2 (full-covars) = 0.10172	age, sex, UKB array type, Genotype PCs
GBE_INI3143	INI3143_s_asian	Ankle spacing width		0.07442 [0.06324, 0.08560]		
GBE_INI3143	INI3143_s_asian	Ankle spacing width		0.31082 [0.29381, 0.32783]	Incremental R2 (full-covars) = 0.06147	age, sex, UKB array type, Genotype PCs
GBE_INI3143	INI3143_e_asian	Ankle spacing width		0.08944 [0.06363, 0.11524]		
GBE_INI3143	INI3143_e_asian	Ankle spacing width		0.39023 [0.35413, 0.42632]	Incremental R2 (full-covars) = 0.02097	age, sex, UKB array type, Genotype PCs
GBE_INI3143	INI3143_african	Ankle spacing width		0.03934 [0.03008, 0.04861]		
GBE_INI3143	INI3143_african	Ankle spacing width		0.17944 [0.16254, 0.19633]	Incremental R2 (full-covars) = 0.02779	age, sex, UKB array type, Genotype PCs
GBE_INI3144	INI3144_test	Heel Broadband ultrasound attenuation, direct entry		0.11837 [0.11379, 0.12295]		
GBE_INI3144	INI3144_test	Heel Broadband ultrasound attenuation, direct entry		0.20634 [0.20090, 0.21179]	Incremental R2 (full-covars) = 0.11895	age, sex, UKB array type, Genotype PCs
GBE_INI3144	INI3144_non_british_white	Heel Broadband ultrasound attenuation, direct entry		0.11778 [0.11026, 0.12530]		
GBE_INI3144	INI3144_non_british_white	Heel Broadband ultrasound attenuation, direct entry		0.19630 [0.18746, 0.20514]	Incremental R2 (full-covars) = 0.11678	age, sex, UKB array type, Genotype PCs
GBE_INI3144	INI3144_s_asian	Heel Broadband ultrasound attenuation, direct entry		0.05582 [0.04594, 0.06569]		
GBE_INI3144	INI3144_s_asian	Heel Broadband ultrasound attenuation, direct entry		0.09722 [0.08476, 0.10969]	Incremental R2 (full-covars) = 0.05231	age, sex, UKB array type, Genotype PCs
GBE_INI3144	INI3144_e_asian	Heel Broadband ultrasound attenuation, direct entry		0.05375 [0.03296, 0.07454]		
GBE_INI3144	INI3144_e_asian	Heel Broadband ultrasound attenuation, direct entry		0.09355 [0.06728, 0.11982]	Incremental R2 (full-covars) = 0.05152	age, sex, UKB array type, Genotype PCs
GBE_INI3144	INI3144_african	Heel Broadband ultrasound attenuation, direct entry		0.01564 [0.00966, 0.02163]		
GBE_INI3144	INI3144_african	Heel Broadband ultrasound attenuation, direct entry		0.03865 [0.02946, 0.04783]	Incremental R2 (full-covars) = 0.01472	age, sex, UKB array type, Genotype PCs
GBE_INI3146	INI3146_test	Speed of sound through heel		0.14001 [0.13386, 0.14616]		
GBE_INI3146	INI3146_test	Speed of sound through heel		0.18117 [0.17451, 0.18783]	Incremental R2 (full-covars) = 0.13986	age, sex, UKB array type, Genotype PCs
GBE_INI3146	INI3146_non_british_white	Speed of sound through heel		0.13618 [0.12614, 0.14622]		
GBE_INI3146	INI3146_non_british_white	Speed of sound through heel		0.17225 [0.16143, 0.18307]	Incremental R2 (full-covars) = 0.13354	age, sex, UKB array type, Genotype PCs
GBE_INI3146	INI3146_s_asian	Speed of sound through heel		0.08576 [0.07067, 0.10085]		
GBE_INI3146	INI3146_s_asian	Speed of sound through heel		0.11013 [0.09349, 0.12678]	Incremental R2 (full-covars) = 0.08026	age, sex, UKB array type, Genotype PCs
GBE_INI3146	INI3146_e_asian	Speed of sound through heel		0.08324 [0.05108, 0.11541]		
GBE_INI3146	INI3146_e_asian	Speed of sound through heel		0.10987 [0.07399, 0.14575]	Incremental R2 (full-covars) = 0.07069	age, sex, UKB array type, Genotype PCs
GBE_INI3146	INI3146_african	Speed of sound through heel		0.01912 [0.01081, 0.02743]		
GBE_INI3146	INI3146_african	Speed of sound through heel		0.03275 [0.02202, 0.04347]	Incremental R2 (full-covars) = 0.01810	age, sex, UKB array type, Genotype PCs
GBE_INI3147	INI3147_test	Heel quantitative ultrasound index (QUI), direct entry		0.14158 [0.13671, 0.14646]		
GBE_INI3147	INI3147_test	Heel quantitative ultrasound index (QUI), direct entry		0.19660 [0.19122, 0.20198]	Incremental R2 (full-covars) = 0.14190	age, sex, UKB array type, Genotype PCs
GBE_INI3147	INI3147_non_british_white	Heel quantitative ultrasound index (QUI), direct entry		0.13677 [0.12885, 0.14470]		
GBE_INI3147	INI3147_non_british_white	Heel quantitative ultrasound index (QUI), direct entry		0.18809 [0.17935, 0.19684]	Incremental R2 (full-covars) = 0.13505	age, sex, UKB array type, Genotype PCs
GBE_INI3147	INI3147_s_asian	Heel quantitative ultrasound index (QUI), direct entry		0.07119 [0.06022, 0.08216]		
GBE_INI3147	INI3147_s_asian	Heel quantitative ultrasound index (QUI), direct entry		0.10193 [0.08923, 0.11462]	Incremental R2 (full-covars) = 0.06757	age, sex, UKB array type, Genotype PCs
GBE_INI3147	INI3147_e_asian	Heel quantitative ultrasound index (QUI), direct entry		0.06933 [0.04611, 0.09255]		
GBE_INI3147	INI3147_e_asian	Heel quantitative ultrasound index (QUI), direct entry		0.09836 [0.07157, 0.12516]	Incremental R2 (full-covars) = 0.06627	age, sex, UKB array type, Genotype PCs
GBE_INI3147	INI3147_african	Heel quantitative ultrasound index (QUI), direct entry		0.01829 [0.01183, 0.02474]		
GBE_INI3147	INI3147_african	Heel quantitative ultrasound index (QUI), direct entry		0.03462 [0.02589, 0.04335]	Incremental R2 (full-covars) = 0.01756	age, sex, UKB array type, Genotype PCs
GBE_INI3148	INI3148_test	Heel bone mineral density (BMD)		0.14309 [0.13820, 0.14798]		
GBE_INI3148	INI3148_test	Heel bone mineral density (BMD)		0.19926 [0.19386, 0.20465]	Incremental R2 (full-covars) = 0.14341	age, sex, UKB array type, Genotype PCs
GBE_INI3148	INI3148_non_british_white	Heel bone mineral density (BMD)		0.13714 [0.12920, 0.14508]		
GBE_INI3148	INI3148_non_british_white	Heel bone mineral density (BMD)		0.18897 [0.18022, 0.19773]	Incremental R2 (full-covars) = 0.13548	age, sex, UKB array type, Genotype PCs
GBE_INI3148	INI3148_s_asian	Heel bone mineral density (BMD)		0.07321 [0.06211, 0.08432]		
GBE_INI3148	INI3148_s_asian	Heel bone mineral density (BMD)		0.10415 [0.09135, 0.11695]	Incremental R2 (full-covars) = 0.06926	age, sex, UKB array type, Genotype PCs
GBE_INI3148	INI3148_e_asian	Heel bone mineral density (BMD)		0.06783 [0.04482, 0.09083]		
GBE_INI3148	INI3148_e_asian	Heel bone mineral density (BMD)		0.09560 [0.06910, 0.12210]	Incremental R2 (full-covars) = 0.06421	age, sex, UKB array type, Genotype PCs
GBE_INI3148	INI3148_african	Heel bone mineral density (BMD)		0.01849 [0.01200, 0.02498]		
GBE_INI3148	INI3148_african	Heel bone mineral density (BMD)		0.03461 [0.02588, 0.04334]	Incremental R2 (full-covars) = 0.01792	age, sex, UKB array type, Genotype PCs
GBE_INI4100	INI4100_test	Ankle spacing width (L)		0.09278 [0.08861, 0.09695]		
GBE_INI4100	INI4100_test	Ankle spacing width (L)		0.34469 [0.33888, 0.35050]	Incremental R2 (full-covars) = 0.08959	age, sex, UKB array type, Genotype PCs
GBE_INI4100	INI4100_non_british_white	Ankle spacing width (L)		0.07696 [0.07060, 0.08332]		
GBE_INI4100	INI4100_non_british_white	Ankle spacing width (L)		0.38151 [0.37202, 0.39100]	Incremental R2 (full-covars) = 0.07548	age, sex, UKB array type, Genotype PCs
GBE_INI4100	INI4100_s_asian	Ankle spacing width (L)		0.06574 [0.05514, 0.07635]		
GBE_INI4100	INI4100_s_asian	Ankle spacing width (L)		0.33251 [0.31547, 0.34955]	Incremental R2 (full-covars) = 0.06787	age, sex, UKB array type, Genotype PCs
GBE_INI4100	INI4100_e_asian	Ankle spacing width (L)		0.05591 [0.03475, 0.07706]		
GBE_INI4100	INI4100_e_asian	Ankle spacing width (L)		0.37494 [0.33867, 0.41122]	Incremental R2 (full-covars) = 0.03980	age, sex, UKB array type, Genotype PCs
GBE_INI4100	INI4100_african	Ankle spacing width (L)		0.01739 [0.01109, 0.02368]		
GBE_INI4100	INI4100_african	Ankle spacing width (L)		0.17615 [0.15934, 0.19296]	Incremental R2 (full-covars) = 0.00354	age, sex, UKB array type, Genotype PCs
GBE_INI4101	INI4101_test	Heel broadband ultrasound attenuation (L)		0.09575 [0.09152, 0.09997]		
GBE_INI4101	INI4101_test	Heel broadband ultrasound attenuation (L)		0.19239 [0.18705, 0.19774]	Incremental R2 (full-covars) = 0.09654	age, sex, UKB array type, Genotype PCs
GBE_INI4101	INI4101_non_british_white	Heel broadband ultrasound attenuation (L)		0.09704 [0.09006, 0.10403]		
GBE_INI4101	INI4101_non_british_white	Heel broadband ultrasound attenuation (L)		0.18344 [0.17475, 0.19212]	Incremental R2 (full-covars) = 0.09737	age, sex, UKB array type, Genotype PCs
