#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
INI23099	Body fat %	Anthropometry	Anthropometry	gaussian	0.0528217516600356	0.458353641591485	0.512445635068262	0.054091993476777	27396	0	0	TRUE	0	Body fat % (INI23099)	PGS001101	EFO_0007800	body fat percentage
INI23100	Whole body fat mass	Anthropometry	Anthropometry	gaussian	0.0989318997958427	0.0651953078309282	0.163663242962834	0.0984679351319058	27550	0	0	TRUE	0	Whole body fat mass (INI23100)	PGS001149	EFO_0005409	fat body mass
INI23101	Whole body fat-free mass	Anthropometry	Anthropometry	gaussian	0.0522150920068451	0.709013868791334	0.760942477447119	0.051928608655785	34486	0	0	TRUE	0	Whole body fat-free mass (INI23101)	PGS001169	EFO_0004995	lean body mass
INI23102	Whole body water mass	Anthropometry	Anthropometry	gaussian	0.0507623414097662	0.705344720556549	0.757791260704207	0.052446540147658	35046	0	0	TRUE	0	Whole body water mass (INI23102)	PGS001002	EFO_0009805	whole body water mass
INI23105	Basal metabolic rate	Anthropometry	Anthropometry	gaussian	0.0593690194039279	0.629217693666367	0.689625905302151	0.0604082116357839	32154	0	0	TRUE	0	Basal metabolic rate (INI23105)	PGS001108	EFO_0007777	base metabolic rate measurement
INI23106	Impedance of whole body	Anthropometry	Anthropometry	gaussian	0.0808878222699611	0.43880370017662	0.519271924044114	0.080468223867494	32218	0	0	TRUE	0	Impedance of whole body (INI23106)	PGS001161	EFO_0005106	body composition measurement
INI23107	Impedance of leg (R)	Anthropometry	Anthropometry	gaussian	0.107271731197532	0.190835214535179	0.295727143570402	0.104891929035223	30300	0	0	TRUE	0	Impedance of leg (R) (INI23107)	PGS001157	EFO_0005106	body composition measurement
INI23108	Impedance of leg (L)	Anthropometry	Anthropometry	gaussian	0.106911404106026	0.178645469776853	0.283998215846963	0.10535274607011	28999	0	0	TRUE	0	Impedance of leg (L) (INI23108)	PGS001155	EFO_0005106	body composition measurement
INI23109	Impedance of arm (R)	Anthropometry	Anthropometry	gaussian	0.0541395667998467	0.521683705393886	0.575468974755162	0.053785269361276	30140	0	0	TRUE	0	Impedance of arm (R) (INI23109)	PGS001156	EFO_0005106	body composition measurement
INI23110	Impedance of arm (L)	Anthropometry	Anthropometry	gaussian	0.0556290025437826	0.528458582379386	0.583918277797585	0.055459695418199	26740	0	0	TRUE	0	Impedance of arm (L) (INI23110)	PGS001154	EFO_0005106	body composition measurement
INI23111	Leg fat % (R)	Anthropometry	Anthropometry	gaussian	0.0245396241734062	0.739129330573933	0.763801606104567	0.024672275530634	28163	0	0	TRUE	0	Leg fat % (R) (INI23111)	PGS001104	EFO_0007800	body fat percentage
INI23112	Leg fat mass (R)	Anthropometry	Anthropometry	gaussian	0.0615954523108746	0.317371826216145	0.378919711827884	0.061547885611739	23565	0	0	TRUE	0	Leg fat mass (R) (INI23112)	PGS001147	EFO_0005409	fat body mass
INI23113	Leg fat-free mass (R)	Anthropometry	Anthropometry	gaussian	0.0496057065242747	0.648908002558595	0.699937719051921	0.051029716493326	32046	0	0	TRUE	0	Leg fat-free mass (R) (INI23113)	PGS001167	EFO_0004995	lean body mass
INI23114	Leg pred. mass (R)	Anthropometry	Anthropometry	gaussian	0.0481209541277051	0.659546466748912	0.709130063547141	0.049583596798229	32103	0	0	TRUE	0	Leg pred. mass (R) (INI23114)	PGS001159	EFO_0005106	body composition measurement
INI23115	Leg fat % (L)	Anthropometry	Anthropometry	gaussian	0.0225700482774163	0.761647542635712	0.784716926017126	0.023069383381414	28134	0	0	TRUE	0	Leg fat % (L) (INI23115)	PGS001103	EFO_0007800	body fat percentage
INI23117	Leg fat-free mass (L)	Anthropometry	Anthropometry	gaussian	0.0506431022716106	0.643003852650602	0.693936341380084	0.050932488729482	30340	0	0	TRUE	0	Leg fat-free mass (L) (INI23117)	PGS001166	EFO_0004995	lean body mass
INI23118	Leg pred. mass (L)	Anthropometry	Anthropometry	gaussian	0.0489788213891145	0.653896627939887	0.703298796273073	0.049402168333186	30421	0	0	TRUE	0	Leg pred. mass (L) (INI23118)	PGS001158	EFO_0005106	body composition measurement
INI23119	Arm fat % (R)	Anthropometry	Anthropometry	gaussian	0.0464832334092233	0.460892425066725	0.508403680028141	0.047511254961416	23943	0	0	TRUE	0	Arm fat % (R) (INI23119)	PGS001106	EFO_0007800	body fat percentage
INI23120	Arm fat mass (R)	Anthropometry	Anthropometry	gaussian	0.0796276130230441	0.0578699531484963	0.136679162748011	0.0788092095995147	23528	0	0	TRUE	0	Arm fat mass (R) (INI23120)	PGS001145	EFO_0005409	fat body mass
INI23121	Arm fat-free mass (R)	Anthropometry	Anthropometry	gaussian	0.0408313470767049	0.716365128165784	0.756467374144486	0.0401022459787019	29063	0	0	TRUE	0	Arm fat-free mass (R) (INI23121)	PGS001146	EFO_0005409	fat body mass
INI23122	Arm pred. mass (R)	Anthropometry	Anthropometry	gaussian	0.0393220088411087	0.723260048387467	0.762329483484737	0.0390694350972699	28988	0	0	TRUE	0	Arm pred. mass (R) (INI23122)	PGS001235	EFO_0004324	body weights and measures
INI23123	Arm fat % (L)	Anthropometry	Anthropometry	gaussian	0.0484690327303685	0.463637371846398	0.512629112533856	0.048991740687458	25266	0	0	TRUE	0	Arm fat % (L) (INI23123)	PGS001102	EFO_0007800	body fat percentage
INI23124	Arm fat mass (L)	Anthropometry	Anthropometry	gaussian	0.077248793548888	0.0559293145327707	0.132197844039554	0.0762685295067833	23676	0	0	TRUE	0	Arm fat mass (L) (INI23124)	PGS001144	EFO_0005409	fat body mass
INI23125	Arm fat-free mass (L)	Anthropometry	Anthropometry	gaussian	0.0454399438502844	0.688028113767565	0.732635297826345	0.0446071840587799	30360	0	0	TRUE	0	Arm fat-free mass (L) (INI23125)	PGS001165	EFO_0004995	lean body mass
INI23126	Arm pred. mass (L)	Anthropometry	Anthropometry	gaussian	0.0438433118690714	0.68214265241003	0.725422347529332	0.043279695119302	30666	0	0	TRUE	0	Arm pred. mass (L) (INI23126)	PGS001234	EFO_0004324	body weights and measures
INI23127	Trunk fat %	Anthropometry	Anthropometry	gaussian	0.0750067534697316	0.192395464857016	0.267961863123923	0.075566398266907	25651	0	0	TRUE	0	Trunk fat % (INI23127)	PGS001105	EFO_0007800	body fat percentage
INI23128	Trunk fat mass	Anthropometry	Anthropometry	gaussian	0.108713553230316	0.00969578117167502	0.117492773643208	0.107796992471533	29233	0	0	TRUE	0	Trunk fat mass (INI23128)	PGS001148	EFO_0005409	fat body mass
INI23129	Trunk fat-free mass	Anthropometry	Anthropometry	gaussian	0.0525329600259362	0.715724661277639	0.768315096184153	0.0525904349065139	34749	0	0	TRUE	0	Trunk fat-free mass (INI23129)	PGS001168	EFO_0004995	lean body mass
INI23130	Trunk pred. mass	Anthropometry	Anthropometry	gaussian	0.0515532818305584	0.722505769484192	0.773098659412686	0.050592889928494	32685	0	0	TRUE	0	Trunk pred. mass (INI23130)	PGS001160	EFO_0005106	body composition measurement
INI48	Waist circumference	Anthropometry	Anthropometry	gaussian	0.0664995460790043	0.225859436166216	0.291421237427671	0.065561801261455	25538	0	0	TRUE	0	Waist circumference (INI48)	PGS001227	EFO_0004342	waist circumference
INI49	Hip circumference	Anthropometry	Anthropometry	gaussian	0.0953644015970474	0.00188680078257031	0.0969343162912617	0.0950475155086914	24605	0	0	TRUE	0	Hip circumference (INI49)	PGS001162	EFO_0005093	hip circumference
INI50	Standing height	Anthropometry	Anthropometry	gaussian	0.177568623875511	0.538328837280335	0.71725772877592	0.178928891495585	51209	0	0	TRUE	0	Standing height (INI50)	PGS001229	EFO_0004339	body height
INI30030650	AST to ALT ratio	Biomarkers	Biomarkers	gaussian	0.077456434514505	8.0433453362172e-06	0.0773320969481447	0.0773240536028085	15548	0	0	TRUE	0	AST to ALT ratio (INI30030650)	PGS000674	EFO_0010934	aspartate aminotransferase to alanine aminotransferase ratio
INI30030700	eGFR	Biomarkers	Biomarkers	gaussian	0.0752503684256939	8.6280803099914e-06	0.0751395223070452	0.0751308942267352	17467	0	0	TRUE	0	eGFR (INI30030700)	PGS000682	EFO_0005208	glomerular filtration rate
INI30030860	Non-albumin protein	Biomarkers	Biomarkers	gaussian	0.100182883616149	9.9581303680818e-07	0.100062397063014	0.100061401249977	18670	0	0	TRUE	0	Non-albumin protein (INI30030860)	PGS000691	EFO_0004568	serum non-albumin protein measurement
INI30500	Microalbumin in urine	Biomarkers	Biomarkers	gaussian	5.95184437377494e-05	0.00188035332270398	0.00188189254708271	1.53922437873006e-06	111	0.263731806569015	1	FALSE	0.352468212878316	Microalbumin in urine (INI30500)	PGS000690	EFO_0010967	urinary microalbumin measurement
INI30510	Creatinine (enzymatic) in urine	Biomarkers	Biomarkers	gaussian	0.00504455531159676	0.108663817597675	0.10866536927388	1.55167620499719e-06	5469	3.35846655890317e-74	1.72300725342202e-72	TRUE	2.1719008944973e-73	Creatinine (enzymatic) in urine (INI30510)	PGS000679	EFO_0007934	creatinine clearance measurement
INI30520	Potassium in urine	Biomarkers	Biomarkers	gaussian	0.0014857553251556	0.0206329060182574	0.0207067507804231	7.38447621657021e-05	2423	5.55370241515708e-23	1.48602483659825e-21	TRUE	1.87317764649156e-22	Potassium in urine (INI30520)	PGS000693	EFO_0010952	urinary potassium measurement
INI30530	Sodium in urine	Biomarkers	Biomarkers	gaussian	0.00835891299146241	0.0725871028189535	0.0728373823776312	0.000250279558677693	5833	1.22827831618573e-121	7.58686176159623e-120	TRUE	9.56346052154561e-121	Sodium in urine (INI30530)	PGS000695	EFO_0009282|EFO_0005116	sodium measurement|urinary metabolite measurement
INI30600	Albumin	Biomarkers	Biomarkers	gaussian	0.0677906652166032	0.0352604109580369	0.0379273184673029	0.002666907509266	11912	0	0	TRUE	0	Albumin (INI30600)	PGS000669	EFO_0004535	serum albumin measurement
INI30610	Alkaline phosphatase	Biomarkers	Biomarkers	gaussian	0.158159043191315	0.0286333660375531	0.0322237833377088	0.0035904173001557	18328	0	0	TRUE	0	Alkaline phosphatase (INI30610)	PGS000670	EFO_0004533	alkaline phosphatase measurement
INI30620	Alanine aminotransferase	Biomarkers	Biomarkers	gaussian	0.0399434585042907	0.066167090477852	0.0690083571381125	0.00284126666026049	12076	0	0	TRUE	0	Alanine aminotransferase (INI30620)	PGS000668	EFO_0004735	serum alanine aminotransferase measurement
INI30630	Apolipoprotein A	Biomarkers	Biomarkers	gaussian	0.134898159559092	0.154122972614514	0.27547739045048	0.121354417835966	19324	0	0	TRUE	0	Apolipoprotein A (INI30630)	PGS000671	EFO_0004614	apolipoprotein A 1 measurement
INI30640	Apolipoprotein B	Biomarkers	Biomarkers	gaussian	0.147848578208622	0.00310817308593603	0.151121194716297	0.148013021630361	18666	0	0	TRUE	0	Apolipoprotein B (INI30640)	PGS000672	EFO_0004615	apolipoprotein B measurement
INI30650	Aspartate aminotransferase	Biomarkers	Biomarkers	gaussian	0.0308651985742361	0.0302547402463896	0.0324365748703942	0.0021818346240046	12829	0	0	TRUE	0	Aspartate aminotransferase (INI30650)	PGS000673	EFO_0004736	aspartate aminotransferase measurement
INI30660	Direct bilirubin	Biomarkers	Biomarkers	gaussian	0.205623778875936	0.0507951073973252	0.238206888401119	0.187411781003794	3104	0	0	TRUE	0	Direct bilirubin (INI30660)	PGS000681	EFO_0004570	bilirubin measurement
INI30670	Urea	Biomarkers	Biomarkers	gaussian	0.0403328264664835	0.0749843888536403	0.0886827804262867	0.0136983915726464	12351	0	0	TRUE	0	Urea (INI30670)	PGS000701	EFO_0009795	serum urea measurement
INI30680	Calcium	Biomarkers	Biomarkers	gaussian	0.0618846076626843	0.0106032651315789	0.0629332353798624	0.0523299702482835	12334	0	0	TRUE	0	Calcium (INI30680)	PGS000676	EFO_0004838	calcium measurement
INI30690	Cholesterol	Biomarkers	Biomarkers	gaussian	0.0987268434964783	0.0357015797174803	0.0789761326723857	0.0432745529549054	17204	0	0	TRUE	0	Cholesterol (INI30690)	PGS000677	EFO_0004574	total cholesterol measurement
INI30700	Creatinine	Biomarkers	Biomarkers	gaussian	0.0455364468168177	0.237320701142792	0.238592976727863	0.00127227558507101	21027	0	0	TRUE	0	Creatinine (INI30700)	PGS000678	EFO_0004518	creatinine measurement
INI30710	C-reactive protein	Biomarkers	Biomarkers	gaussian	0.0341429645461933	0.00513966320497195	0.0334600964366989	0.028320433231727	17378	0	0	TRUE	0	C-reactive protein (INI30710)	PGS000675	EFO_0004458	C-reactive protein measurement
INI30720	Cystatin C	Biomarkers	Biomarkers	gaussian	0.0913296959424207	0.126590251718085	0.219754972157105	0.09316472043902	24487	0	0	TRUE	0	Cystatin C (INI30720)	PGS000680	EFO_0004617	cystatin C measurement
INI30730	Gamma glutamyltransferase	Biomarkers	Biomarkers	gaussian	0.0501791023410976	0.0362317819780257	0.0384617874456018	0.0022300054675761	17323	0	0	TRUE	0	Gamma glutamyltransferase (INI30730)	PGS000683	EFO_0004532	serum gamma-glutamyl transferase measurement
INI30740	Glucose	Biomarkers	Biomarkers	gaussian	0.0144364578398177	0.0134653090954501	0.018131233862885	0.0046659247674349	3313	1.09945936111616e-188	7.75582420914076e-187	TRUE	9.7764426144704e-188	Glucose (INI30740)	PGS000684	EFO_0004468	glucose measurement
INI30750	Glycated haemoglobin (HbA1c)	Biomarkers	Biomarkers	gaussian	0.0693295673203175	0.0489502643494653	0.0526407438493978	0.0036904794999325	14658	0	0	TRUE	0	Glycated haemoglobin (HbA1c) (INI30750)	PGS000685	EFO_0004541	HbA1c measurement
INI30760	HDL cholesterol	Biomarkers	Biomarkers	gaussian	0.16158077269452	0.172723151143956	0.321531597813208	0.148808446669252	25069	0	0	TRUE	0	HDL cholesterol (INI30760)	PGS000686	EFO_0004612	high density lipoprotein cholesterol measurement
INI30770	IGF-1	Biomarkers	Biomarkers	gaussian	0.127630372299258	0.0675696094332501	0.079842196704037	0.0122725872707869	23443	0	0	TRUE	0	IGF-1 (INI30770)	PGS000687	EFO_0004627	IGF-1 measurement
INI30780	LDL cholesterol	Biomarkers	Biomarkers	gaussian	0.108693393872573	0.00989469438562896	0.0953294048781715	0.0854347104925425	16184	0	0	TRUE	0	LDL cholesterol (INI30780)	PGS000688	EFO_0004611	low density lipoprotein cholesterol measurement
INI30790	Lipoprotein A	Biomarkers	Biomarkers	gaussian	0.534433562450753	0.000536724534757505	0.176361377508692	0.175824652973934	8308	0	0	TRUE	0	Lipoprotein A (INI30790)	PGS000689	EFO_0006925	lipoprotein A measurement
INI30810	Phosphate	Biomarkers	Biomarkers	gaussian	0.0577723087244233	0.0610088449713708	0.118265493450811	0.0572566484794402	12448	0	0	TRUE	0	Phosphate (INI30810)	PGS000692	EFO_0010968	phosphate measurement
INI30830	SHBG	Biomarkers	Biomarkers	gaussian	0.110861136896427	0.160906051111621	0.165408153947094	0.00450210283547298	19328	0	0	TRUE	0	SHBG (INI30830)	PGS000694	EFO_0004696	sex hormone-binding globulin measurement
INI30840	Total bilirubin	Biomarkers	Biomarkers	gaussian	0.308840811777318	0.0635087212258881	0.124531606659247	0.0610228854333589	1159	0	0	TRUE	0	Total bilirubin (INI30840)	PGS000697	EFO_0004570	bilirubin measurement
INI30850	Testosterone	Biomarkers	Biomarkers	gaussian	0.0031915067197329	0.805842338543656	0.807402294724954	0.00155995618129801	8223	1.41998495537913e-42	5.27835650728722e-41	TRUE	6.65352232086329e-42	Testosterone (INI30850)	PGS000696	EFO_0004908	testosterone measurement
INI30860	Total protein	Biomarkers	Biomarkers	gaussian	0.0808112642529942	0.00491795467878853	0.00667668261972176	0.00175872794093323	16420	0	0	TRUE	0	Total protein (INI30860)	PGS000698	EFO_0004536	total blood protein measurement
INI30870	Triglycerides	Biomarkers	Biomarkers	gaussian	0.109405394050534	0.0468484075482971	0.139838699765053	0.0929902922167559	16003	0	0	TRUE	0	Triglycerides (INI30870)	PGS000699	EFO_0004530	triglyceride measurement
INI30880	Urate	Biomarkers	Biomarkers	gaussian	0.100126082846705	0.27426846998288	0.274956606267699	0.000688136284819008	20171	0	0	TRUE	0	Urate (INI30880)	PGS000700	EFO_0004531	urate measurement
INI30890	Vitamin D	Biomarkers	Biomarkers	gaussian	0.0482959781983733	0.00939252799405499	0.0112480574513364	0.00185552945728141	8012	0	0	TRUE	0	Vitamin D (INI30890)	PGS000702	EFO_0004631	vitamin D measurement
INI23002	GE / gI antigen for Varicella Zoster Virus	Blood_assays	Blood assays	gaussian	0.0244236415577068	0.0123388755611751	0.027085033324301	0.0147461577631259	5	2.03074155210992e-08	3.59152576667956e-07	TRUE	4.52722297585759e-08	GE / gI antigen for Varicella Zoster Virus (INI23002)	PGS001399	EFO_0009340	Varicella zoster virus seropositivity
INI23003	VCA p18 antigen for Epstein-Barr Virus	Blood_assays	Blood assays	gaussian	0.00572897240515546	0.00622001799240135	0.0107846875964139	0.00456466960401255	445	0.00685306559025762	0.0929876426164853	FALSE	0.0117213635505499	VCA p18 antigen for Epstein-Barr Virus (INI23003)			
INI23004	EBNA-1 antigen for Epstein-Barr Virus	Blood_assays	Blood assays	gaussian	0.0714291113446001	0.000272020705849307	0.0624446063640336	0.0621725856581843	38	2.70688979421291e-22	7.18102047504027e-21	TRUE	9.05188574346839e-22	EBNA-1 antigen for Epstein-Barr Virus (INI23004)	PGS001036	EFO_0009271	Epstein Barr virus nuclear antigen-1 seropositivity
INI23005	ZEBRA antigen for Epstein-Barr Virus	Blood_assays	Blood assays	gaussian	0.0390928537900861	0.0179215277395894	0.0578755123844338	0.0399539846448444	158	1.0522386958587e-12	2.13813194419059e-11	TRUE	2.6951776743353e-12	ZEBRA antigen for Epstein-Barr Virus (INI23005)	PGS001772	EFO_0009273	anti-Epstein Barr virus antibody measurement
INI23006	EA-D antigen for Epstein-Barr Virus	Blood_assays	Blood assays	gaussian	0.0128325895350985	0.0124227118973866	0.0227853385725321	0.0103626266751455	146	5.03427845290433e-05	0.000758527734941415	FALSE	9.56146332378067e-05	EA-D antigen for Epstein-Barr Virus (INI23006)			
INI23008	Pp 52 antigen for Human Cytomegalovirus	Blood_assays	Blood assays	gaussian	0.000253036146349528	0.0260377706002114	0.0247027716408362	-0.0013349989593752	116	0.570390673779737	1	FALSE	0.666662736717915	Pp 52 antigen for Human Cytomegalovirus (INI23008)			
INI23009	Pp 28 antigen for Human Cytomegalovirus	Blood_assays	Blood assays	gaussian	3.30855235172178e-05	0.017689567697691	0.0152668010207366	-0.0024227666769544	115	0.83742541000761	1	FALSE	0.887319408708131	Pp 28 antigen for Human Cytomegalovirus (INI23009)			
INI23010	IE1A antigen for Human Herpesvirus-6	Blood_assays	Blood assays	gaussian	0.00389464860551447	0.000793282662932104	1.89332302216183e-05	-0.000774349432710486	33	0.025856084163203	0.329245297259952	FALSE	0.0415023299645258	IE1A antigen for Human Herpesvirus-6 (INI23010)			
INI23011	IE1B antigen for Human Herpesvirus-6	Blood_assays	Blood assays	gaussian	0.00116405457830626	0.00331874443871361	0.0039309157852031	0.00061217134648949	4	0.223442744282323	1	FALSE	0.304076430262466	IE1B antigen for Human Herpesvirus-6 (INI23011)			
INI23013	U14 antigen for Human Herpesvirus-7	Blood_assays	Blood assays	gaussian	0.00319938225592897	0.0250612371065996	0.0286796598759848	0.0036184227693852	109	0.0434517069893209	0.541637777359485	FALSE	0.0682750215243848	U14 antigen for Human Herpesvirus-7 (INI23013)			
INI23019	NS3 antigen for Hepatitis C Virus	Blood_assays	Blood assays	gaussian	0.000619246971956811	0.000791523706579644	0.000795461147004573	3.93744042492903e-06	1	0.374634075016941	1	FALSE	0.476281338262805	NS3 antigen for Hepatitis C Virus (INI23019)			
INI23020	P22 antigen for Toxoplasma gondii	Blood_assays	Blood assays	gaussian	0.000759165608739787	0.00105712028303417	0.000424466876798979	-0.000632653406235191	14	0.325578347672213	1	FALSE	0.422846567723663	P22 antigen for Toxoplasma gondii (INI23020)			
INI23022	HTLV-1 gag antigen for Human T-Lymphotropic Virus 1	Blood_assays	Blood assays	gaussian	0.0175331676993156	0.0202149045563789	0.0366590863617342	0.0164441818053553	66	2.09174588999314e-06	3.38590683270315e-05	TRUE	4.26803431269787e-06	HTLV-1 gag antigen for Human T-Lymphotropic Virus 1 (INI23022)	PGS001407	EFO_0007937	blood protein measurement
INI23023	HTLV-1 env antigen for Human T-Lymphotropic Virus 1	Blood_assays	Blood assays	gaussian	0.00151502596606268	0.000439437617613003	0.000148983208899889	-0.000290454408713114	29	0.164831474807091	1	FALSE	0.233449102328595	HTLV-1 env antigen for Human T-Lymphotropic Virus 1 (INI23023)			
INI23025	HIV-1 env antigen for Human Immunodeficiency Virus	Blood_assays	Blood assays	gaussian	0.00131689920281741	8.44706998434086e-05	4.61028915044182e-08	-8.44245969519042e-05	7	0.195342366601347	1	FALSE	0.270301329558893	HIV-1 env antigen for Human Immunodeficiency Virus (INI23025)			
INI23026	BK VP1 antigen for Human Polyomavirus BKV	Blood_assays	Blood assays	gaussian	0.00174032702771298	0.014721404389215	0.01417721017412	-0.000544194215094999	294	0.136542672044973	1	FALSE	0.198250344782162	BK VP1 antigen for Human Polyomavirus BKV (INI23026)			
INI23027	JC VP1 antigen for Human Polyomavirus JCV	Blood_assays	Blood assays	gaussian	0.0358510297959346	0.00614915130490779	0.0378739989388297	0.0317248476339219	9	9.35866666374437e-12	1.83847760521334e-10	TRUE	2.31745464062657e-11	JC VP1 antigen for Human Polyomavirus JCV (INI23027)	PGS001081	EFO_0007937	blood protein measurement
INI23028	MC VP1 antigen for Merkel Cell Polyomavirus	Blood_assays	Blood assays	gaussian	0.0493720708127418	0.0057198944389345	0.0531852996043017	0.0474654051653672	143	1.00022912488945e-15	2.24968577362194e-14	TRUE	2.83579452980433e-15	MC VP1 antigen for Merkel Cell Polyomavirus (INI23028)	PGS001082	EFO_0007937	blood protein measurement
INI23030	E6 antigen for Human Papillomavirus type-16	Blood_assays	Blood assays	gaussian	0.00326228717459531	0.00082888313167695	0.00025049492941176	-0.00057838820226519	1	0.0414371501516117	0.517565045681672	FALSE	0.0652405834882015	E6 antigen for Human Papillomavirus type-16 (INI23030)			
INI23032	L1 antigen for Human Papillomavirus type-18	Blood_assays	Blood assays	gaussian	0.00033012985693659	0.000614124226240964	1.88513315828587e-05	-0.000595272894658105	43	0.516857399080091	1	FALSE	0.621738531560601	L1 antigen for Human Papillomavirus type-18 (INI23032)			
INI23034	Momp A antigen for Chlamydia trachomatis	Blood_assays	Blood assays	gaussian	4.00429520087675e-05	0.000295841181636725	0.000282354722311751	-1.3486459324974e-05	1	0.821408584745519	1	FALSE	0.87747743012064	Momp A antigen for Chlamydia trachomatis (INI23034)			
INI23035	Tarp-D F1 antigen for Chlamydia trachomatis	Blood_assays	Blood assays	gaussian	0.000835710764434783	0.00668255273746843	0.00662053681662889	-6.20159208395395e-05	1	0.302330396264968	1	FALSE	0.396602741118755	Tarp-D F1 antigen for Chlamydia trachomatis (INI23035)			
INI23036	Tarp-D F2 antigen for Chlamydia trachomatis	Blood_assays	Blood assays	gaussian	0.00150021825225377	0.0127419619395349	0.0122702394765641	-0.000471722462970801	1	0.166912016798596	1	FALSE	0.235890131115485	Tarp-D F2 antigen for Chlamydia trachomatis (INI23036)			
INI23037	PorB antigen for Chlamydia trachomatis	Blood_assays	Blood assays	gaussian	6.98990059027072e-05	0.00032117172189694	0.00022837670886855	-9.279501302839e-05	8	0.765516791698169	1	FALSE	0.829663281861243	PorB antigen for Chlamydia trachomatis (INI23037)			
INI23040	VacA antigen for Helicobacter pylori	Blood_assays	Blood assays	gaussian	0.000339389045152849	0.000541986186353149	0.000735157907561512	0.000193171721208363	4	0.511035665769553	1	FALSE	0.615208320714885	VacA antigen for Helicobacter pylori (INI23040)			
INI23041	OMP antigen for Helicobacter pylori	Blood_assays	Blood assays	gaussian	0.00438717804370881	0.00912113218062305	0.00251763021543938	-0.00660350196518367	82	0.018012146825974	0.233676470374406	FALSE	0.029455600608829	OMP antigen for Helicobacter pylori (INI23041)			
INI30000	White blood cell count	Blood_assays	Blood assays	gaussian	0.0726387565453176	0.00593383429537164	0.0777037848830057	0.0717699505876341	13785	0	0	TRUE	0	White blood cell count (INI30000)	PGS001239	EFO_0004308	leukocyte count
INI30010	Red blood cell count	Blood_assays	Blood assays	gaussian	0.117837059640465	0.256626982690834	0.37343690467747	0.116809921986636	20480	0	0	TRUE	0	Red blood cell count (INI30010)	PGS001240	EFO_0004305	erythrocyte count
INI30020	Haemoglobin concentration	Blood_assays	Blood assays	gaussian	0.0668057770467986	0.361419152113375	0.429178405683098	0.067759253569723	15602	0	0	TRUE	0	Haemoglobin concentration (INI30020)	PGS001400	EFO_0004509	hemoglobin measurement
INI30030	Haematocrit %	Blood_assays	Blood assays	gaussian	0.0654356944591988	0.326187317836707	0.391227042873982	0.065039725037275	15721	0	0	TRUE	0	Haematocrit % (INI30030)	PGS001225	EFO_0004348	hematocrit
INI30040	Mean corpuscular volume	Blood_assays	Blood assays	gaussian	0.201891255357158	0.0166565243631039	0.216139145335948	0.199482620972844	17311	0	0	TRUE	0	Mean corpuscular volume (INI30040)	PGS001220	EFO_0004526	mean corpuscular volume
INI30050	Mean corpuscular haemoglobin	Blood_assays	Blood assays	gaussian	0.170302572867056	0.0201730195643491	0.187969704888739	0.16779668532439	13003	0	0	TRUE	0	Mean corpuscular haemoglobin (INI30050)	PGS001219	EFO_0004527	mean corpuscular hemoglobin
INI30060	Mean corpuscular haemoglobin concentration	Blood_assays	Blood assays	gaussian	0.0253407934402535	0.0130589139826963	0.0375321666844937	0.0244732527017974	2359	0	0	TRUE	0	Mean corpuscular haemoglobin concentration (INI30060)	PGS001218	EFO_0004528	mean corpuscular hemoglobin concentration
INI30070	Red blood cell distribution width	Blood_assays	Blood assays	gaussian	0.0794494354146189	0.00594595944085685	0.085201130174677	0.0792551707338201	10179	0	0	TRUE	0	Red blood cell distribution width (INI30070)	PGS001152	EFO_0005192	red blood cell distribution width
INI30080	Platelet count	Blood_assays	Blood assays	gaussian	0.209870229317942	0.0583267830885167	0.266779532841312	0.208452749752795	24893	0	0	TRUE	0	Platelet count (INI30080)	PGS001238	EFO_0004309	platelet count
INI30090	Platelet crit	Blood_assays	Blood assays	gaussian	0.161406839625877	0.0873168327164425	0.247480430616088	0.160163597899646	20910	0	0	TRUE	0	Platelet crit (INI30090)	PGS001517	EFO_0007985	platelet crit
INI30100	Mean platelet volume	Blood_assays	Blood assays	gaussian	0.36023518482933	0.0018329527352754	0.361772433784097	0.359939481048822	24114	0	0	TRUE	0	Mean platelet volume (INI30100)	PGS001200	EFO_0004584	mean platelet volume
INI30110	Platelet distribution width	Blood_assays	Blood assays	gaussian	0.205284203678571	0.0218733165806612	0.22745902083262	0.205585704251959	18814	0	0	TRUE	0	Platelet distribution width (INI30110)	PGS001079	EFO_0007984	platelet component distribution width
INI30120	Lymphocyte count	Blood_assays	Blood assays	gaussian	0.0207213707321995	0.0051512682508692	0.0256567002216827	0.0205054319708135	4212	2.71622274259912e-300	2.20412080422225e-298	TRUE	2.7783585569723e-299	Lymphocyte count (INI30120)	PGS001199	EFO_0004587	lymphocyte count
INI30130	Monocyte count	Blood_assays	Blood assays	gaussian	0.0813790340643422	0.0387227674771411	0.119725697750186	0.0810029302730449	9323	0	0	TRUE	0	Monocyte count (INI30130)	PGS001163	EFO_0005091	monocyte count
INI30140	Neutrophill count	Blood_assays	Blood assays	gaussian	0.0893478460962615	0.00513491660688958	0.0938458356469176	0.088710919040028	15578	0	0	TRUE	0	Neutrophill count (INI30140)	PGS001173	EFO_0004833	neutrophil count
